,PC1,PC2,Type
S_550.L3S243.s.3.sequence,0.214575075,-0.104848044,Individual II_Skin
S_550.L3S244.s.3.sequence,0.205984588,-0.102235428,Individual II_Skin
S_550.L3S245.s.3.sequence,0.227779059,-0.102684889,Individual II_Skin
S_550.L3S246.s.3.sequence,0.206167015,-0.088813082,Individual II_Skin
S_550.L3S247.s.3.sequence,0.156335505,0.026551277,Individual II_Skin
S_550.L3S248.s.3.sequence,0.220696096,-0.101274357,Individual II_Skin
S_550.L3S249.s.3.sequence,0.190349391,-0.061846409,Individual II_Skin
S_550.L3S250.s.3.sequence,0.207864258,-0.080312923,Individual II_Skin
S_550.L3S251.s.3.sequence,0.227777704,-0.149397905,Individual II_Skin
S_550.L3S252.s.3.sequence,0.196763302,-0.074005341,Individual II_Skin
S_550.L3S253.s.3.sequence,0.220834281,-0.109282435,Individual II_Skin
S_550.L3S254.s.3.sequence,0.187652184,-0.098739,Individual II_Skin
S_550.L3S255.s.3.sequence,0.222418218,-0.136026352,Individual II_Skin
S_550.L3S256.s.3.sequence,0.188170057,-0.105011322,Individual II_Skin
S_550.L3S257.s.3.sequence,0.175881519,-0.02489688,Individual II_Skin
S_550.L3S258.s.3.sequence,0.18566086,-0.053567667,Individual II_Skin
S_550.L3S259.s.3.sequence,0.17976544,-0.036032934,Individual II_Skin
S_550.L3S260.s.3.sequence,0.164628805,-0.007551658,Individual II_Skin
S_550.L3S261.s.3.sequence,0.199600047,-0.092870608,Individual II_Skin
S_550.L3S262.s.3.sequence,0.225887779,-0.13272934,Individual II_Skin
S_550.L3S263.s.3.sequence,0.183855298,-0.088174745,Individual II_Skin
S_550.L3S264.s.3.sequence,0.183407482,-0.112966146,Individual II_Skin
S_550.L3S265.s.3.sequence,0.184143994,-0.091503132,Individual II_Skin
S_550.L3S266.s.3.sequence,0.214465561,-0.125737759,Individual II_Skin
S_550.L3S267.s.3.sequence,0.222861421,-0.127249794,Individual II_Skin
S_550.L3S268.s.3.sequence,0.215990721,-0.102595745,Individual II_Skin
S_550.L3S269.s.3.sequence,0.106182344,-0.04269392,Individual II_Skin
S_550.L3S270.s.3.sequence,0.229364642,-0.118508916,Individual II_Skin
S_550.L3S271.s.3.sequence,0.207362696,-0.067444648,Individual II_Skin
S_550.L3S272.s.3.sequence,0.227618451,-0.054932859,Individual II_Skin
S_550.L3S274.s.3.sequence,0.199730407,-0.042511863,Individual II_Skin
S_550.L3S275.s.3.sequence,0.215819684,-0.066142428,Individual II_Skin
S_550.L3S276.s.3.sequence,0.230714036,-0.127152102,Individual II_Skin
S_550.L3S277.s.3.sequence,0.21855886,-0.090180356,Individual II_Skin
S_550.L3S278.s.3.sequence,0.218860161,-0.078815841,Individual II_Skin
S_550.L3S279.s.3.sequence,0.182544515,-0.039423251,Individual II_Skin
S_550.L3S280.s.3.sequence,0.20519778,-0.045803635,Individual II_Skin
S_550.L3S281.s.3.sequence,0.22401971,-0.120269688,Individual II_Skin
S_550.L3S282.s.3.sequence,0.190657677,-0.026049862,Individual II_Skin
S_550.L3S283.s.3.sequence,0.182222644,0.010202163,Individual II_Skin
S_550.L3S284.s.3.sequence,0.200495419,-0.049623583,Individual II_Skin
S_550.L3S285.s.3.sequence,0.240818699,-0.096223312,Individual II_Skin
S_550.L3S286.s.3.sequence,0.169142095,-0.102843719,Individual II_Skin
S_550.L3S287.s.3.sequence,0.218122131,-0.12068892,Individual II_Skin
S_550.L3S289.s.3.sequence,0.143937415,0.090940886,Individual II_Skin
S_550.L3S290.s.3.sequence,0.1976424,-0.047148349,Individual II_Skin
S_550.L3S291.s.3.sequence,0.219327868,-0.12242144,Individual II_Skin
S_550.L3S292.s.3.sequence,0.208128294,-0.041820845,Individual II_Skin
S_550.L3S293.s.3.sequence,0.236692103,-0.135853084,Individual II_Skin
S_550.L3S294.s.3.sequence,0.223176671,-0.151530527,Individual II_Skin
S_550.L3S295.s.3.sequence,0.232176439,-0.083011594,Individual II_Skin
S_550.L3S296.s.3.sequence,0.162474174,-0.07031413,Individual II_Skin
S_550.L3S297.s.3.sequence,0.216941405,-0.070533471,Individual II_Skin
S_550.L3S298.s.3.sequence,0.213280593,-0.025544705,Individual II_Skin
S_550.L3S299.s.3.sequence,0.178406972,-0.113374774,Individual II_Skin
S_550.L3S300.s.3.sequence,0.179473796,-0.032632989,Individual II_Skin
S_550.L3S301.s.3.sequence,0.183201782,-0.011980808,Individual II_Skin
S_550.L3S302.s.3.sequence,0.195808409,-0.100824401,Individual II_Skin
S_550.L3S303.s.3.sequence,0.231861789,-0.095320221,Individual II_Skin
S_550.L3S304.s.3.sequence,0.158223945,-0.009842604,Individual II_Skin
S_550.L3S305.s.3.sequence,0.216252759,-0.089321714,Individual II_Skin
S_550.L3S306.s.3.sequence,0.215819063,-0.084900058,Individual II_Skin
S_550.L3S307.s.3.sequence,0.17617795,-0.050214244,Individual II_Skin
S_550.L3S308.s.3.sequence,0.159990401,0.007998554,Individual II_Skin
S_550.L3S309.s.3.sequence,0.209516404,-0.052418895,Individual II_Skin
S_550.L3S310.s.3.sequence,0.108196683,-0.002227943,Individual II_Skin
S_550.L3S311.s.3.sequence,0.226356225,-0.079756729,Individual II_Skin
S_550.L3S312.s.3.sequence,0.192133653,-0.05678026,Individual II_Skin
S_550.L3S313.s.3.sequence,0.194005818,-0.06974379,Individual II_Skin
S_550.L3S314.s.3.sequence,0.222485639,-0.072925866,Individual II_Skin
S_550.L3S315.s.3.sequence,0.218494599,-0.073327104,Individual II_Skin
S_550.L3S316.s.3.sequence,0.102533573,0.047012892,Individual II_Skin
S_550.L3S317.s.3.sequence,0.195404926,-0.073770599,Individual II_Skin
S_550.L3S318.s.3.sequence,0.19294235,-0.052519759,Individual II_Skin
S_550.L3S319.s.3.sequence,0.171658339,-0.059997577,Individual II_Skin
S_550.L3S320.s.3.sequence,0.182167278,-0.085384836,Individual II_Skin
S_550.L3S321.s.3.sequence,0.226788157,-0.103339273,Individual II_Skin
S_550.L3S322.s.3.sequence,0.207129224,-0.087825113,Individual II_Skin
S_550.L3S323.s.3.sequence,0.224674461,-0.04888304,Individual II_Skin
S_550.L3S324.s.3.sequence,0.161018059,-0.031291415,Individual II_Skin
S_550.L3S325.s.3.sequence,0.234923288,-0.106549567,Individual II_Skin
S_550.L3S326.s.3.sequence,0.210715268,-0.054755284,Individual II_Skin
S_550.L3S327.s.3.sequence,0.229614555,-0.120981523,Individual II_Skin
S_550.L3S328.s.3.sequence,0.086705562,-0.024840777,Individual II_Skin
S_550.L3S329.s.3.sequence,0.182271561,-0.03838547,Individual II_Skin
S_550.L3S330.s.3.sequence,0.160740297,-0.068621736,Individual II_Skin
S_550.L3S331.s.3.sequence,0.151928135,-0.074649196,Individual II_Skin
S_550.L3S332.s.3.sequence,0.210845417,-0.096431009,Individual II_Skin
S_550.L3S333.s.3.sequence,0.116751695,-0.032203292,Individual II_Skin
S_550.L3S334.s.3.sequence,0.142089399,-0.048223954,Individual II_Skin
S_550.L3S335.s.3.sequence,0.213081312,-0.091207109,Individual II_Skin
S_550.L3S336.s.3.sequence,0.210304365,-0.042441319,Individual II_Skin
S_550.L3S337.s.3.sequence,0.196993395,-0.101048186,Individual II_Skin
S_550.L3S338.s.3.sequence,0.194884311,-0.048670231,Individual II_Skin
S_550.L3S339.s.3.sequence,0.207134372,-0.124904609,Individual II_Skin
S_550.L3S340.s.3.sequence,0.220538718,-0.108989901,Individual II_Skin
S_550.L3S341.s.3.sequence,0.173689918,-0.054301876,Individual II_Skin
S_550.L3S342.s.3.sequence,0.223459257,-0.133430109,Individual II_Skin
S_550.L3S343.s.3.sequence,0.20224297,-0.100526634,Individual II_Skin
S_550.L3S344.s.3.sequence,0.229984047,-0.066686589,Individual II_Skin
S_550.L3S345.s.3.sequence,0.219985158,-0.13464908,Individual II_Skin
S_550.L3S346.s.3.sequence,0.188858703,-0.141423448,Individual II_Skin
S_550.L3S347.s.3.sequence,0.23648454,-0.128163763,Individual II_Skin
S_550.L3S348.s.3.sequence,0.225730178,-0.073052445,Individual II_Skin
S_550.L3S349.s.3.sequence,0.197887183,-0.083076089,Individual II_Skin
S_550.L3S350.s.3.sequence,0.217066486,-0.04494997,Individual II_Skin
S_550.L3S351.s.3.sequence,0.183092184,-0.128671286,Individual II_Skin
S_550.L3S352.s.3.sequence,0.236792764,-0.130101855,Individual II_Skin
S_550.L3S353.s.3.sequence,0.138922617,-0.132620592,Individual II_Skin
S_550.L3S354.s.3.sequence,0.144861131,-0.124928592,Individual II_Skin
S_550.L3S355.s.3.sequence,0.187074101,-0.11127851,Individual II_Skin
S_550.L3S356.s.3.sequence,0.191274276,-0.018123371,Individual II_Skin
S_550.L3S357.s.3.sequence,0.228503661,-0.110003931,Individual II_Skin
S_550.L3S358.s.3.sequence,0.225077389,-0.077111558,Individual II_Skin
S_550.L3S359.s.3.sequence,0.108847513,0.071328251,Individual II_Skin
S_550.L3S360.s.3.sequence,0.205921599,-0.101968699,Individual II_Skin
S_550.L3S361.s.3.sequence,0.185680341,-0.095615947,Individual II_Skin
S_550.L3S362.s.3.sequence,0.202881202,-0.096083697,Individual II_Skin
S_550.L3S363.s.3.sequence,0.224495327,-0.11320281,Individual II_Skin
S_550.L3S364.s.3.sequence,0.21586267,-0.103905084,Individual II_Skin
S_550.L3S365.s.3.sequence,0.221983743,-0.088670021,Individual II_Skin
S_550.L3S366.s.3.sequence,0.208790734,-0.145263911,Individual II_Skin
S_550.L3S367.s.3.sequence,0.220823081,-0.049742561,Individual II_Skin
S_550.L3S368.s.3.sequence,0.202072783,-0.071364569,Individual II_Skin
S_550.L3S369.s.3.sequence,0.206232794,-0.082548665,Individual II_Skin
S_550.L3S370.s.3.sequence,0.2264013,-0.075377224,Individual II_Skin
