Similarity,Accumulative proportion
0.598186,0.092186957
0.598187,0.092191304
0.598189,0.092195652
0.598192,0.092204348
0.598195,0.092208696
0.598197,0.092217391
0.598199,0.092221739
0.5982,0.092226087
0.598205,0.092230435
0.598207,0.092234783
0.598208,0.09223913
0.59821,0.092243478
0.598212,0.092252174
0.598215,0.092256522
0.598216,0.092265217
0.598217,0.092273913
0.598228,0.092278261
0.598232,0.092282609
0.598233,0.092291304
0.598245,0.092295652
0.598249,0.092304348
0.598251,0.092308696
0.598254,0.092313043
0.598256,0.092317391
0.598258,0.092326087
0.598263,0.092330435
0.598264,0.092334783
0.59827,0.09233913
0.598272,0.092343478
0.598275,0.092347826
0.598276,0.092352174
0.598284,0.09236087
0.598285,0.092369565
0.598287,0.092373913
0.598288,0.092378261
0.59829,0.092382609
0.598298,0.092391304
0.5983,0.092395652
0.598303,0.0924
0.598313,0.092404348
0.598317,0.092408696
0.598319,0.092413043
0.59832,0.092417391
0.598322,0.092421739
0.598325,0.092426087
0.598326,0.092434783
0.59833,0.09243913
0.598334,0.092443478
0.598335,0.092447826
0.598336,0.092452174
0.598338,0.092456522
0.59834,0.09246087
0.598343,0.092469565
0.598347,0.092473913
0.598349,0.092478261
0.59835,0.092482609
0.598352,0.092486957
0.598354,0.092491304
0.598356,0.092495652
0.598361,0.0925
0.598369,0.092508696
0.598371,0.092513043
0.598372,0.092517391
0.598373,0.092521739
0.598379,0.092526087
0.598381,0.092530435
0.598384,0.092534783
0.598386,0.09253913
0.598387,0.092543478
0.598389,0.092547826
0.59839,0.092556522
0.598395,0.09256087
0.598397,0.092565217
0.598401,0.092573913
0.598402,0.092578261
0.598404,0.092586957
0.598405,0.092595652
0.598407,0.0926
0.598412,0.092604348
0.598414,0.092608696
0.598417,0.092613043
0.598418,0.092617391
0.598419,0.092621739
0.598421,0.092626087
0.598423,0.092630435
0.598424,0.092634783
0.598428,0.09263913
0.598433,0.092647826
0.598436,0.092652174
0.598443,0.092656522
0.598445,0.09266087
0.598446,0.092665217
0.598447,0.092669565
0.598449,0.092673913
0.598451,0.092678261
0.598454,0.092682609
0.598457,0.092686957
0.598459,0.092691304
0.59846,0.0927
0.598461,0.092704348
0.598462,0.092708696
0.598464,0.092713043
0.598466,0.092717391
0.598467,0.092721739
0.598471,0.092726087
0.598475,0.092730435
0.598479,0.092743478
0.598481,0.092747826
0.598482,0.092752174
0.598487,0.092756522
0.59849,0.09276087
0.598493,0.092773913
0.598496,0.092778261
0.598499,0.092782609
0.5985,0.092786957
0.598502,0.092791304
0.598507,0.092795652
0.598509,0.092804348
0.59851,0.092808696
0.598513,0.092813043
0.598516,0.092817391
0.598518,0.092821739
0.598521,0.092826087
0.598524,0.092834783
0.598529,0.09283913
0.598531,0.092843478
0.598536,0.092847826
0.598539,0.092852174
0.59854,0.092856522
0.598544,0.09286087
0.598545,0.092865217
0.598547,0.092869565
0.598552,0.092873913
0.59856,0.092878261
0.598562,0.092882609
0.598563,0.092886957
0.598564,0.092891304
0.59857,0.092895652
0.598571,0.092904348
0.598575,0.092908696
0.598576,0.092913043
0.598577,0.092921739
0.598579,0.092930435
0.598581,0.09293913
0.598587,0.092943478
0.59859,0.092947826
0.598595,0.092956522
0.598597,0.09296087
0.598601,0.092965217
0.598604,0.092969565
0.598606,0.092973913
0.598607,0.092978261
0.598608,0.092982609
0.598609,0.092986957
0.598611,0.092991304
0.598612,0.092995652
0.598613,0.093
0.598614,0.093004348
0.598619,0.093008696
0.598623,0.093013043
0.598631,0.093021739
0.598632,0.093026087
0.598633,0.093030435
0.598637,0.093034783
0.598642,0.09303913
0.598643,0.093043478
0.598645,0.093047826
0.598646,0.093052174
0.59865,0.093056522
0.598652,0.09306087
0.598666,0.093065217
0.598669,0.093069565
0.598671,0.093073913
0.598672,0.093078261
0.598675,0.093086957
0.598677,0.0931
0.598681,0.093104348
0.598684,0.093108696
0.598689,0.093113043
0.598692,0.093117391
0.598693,0.093121739
0.598694,0.093126087
0.598697,0.093130435
0.598704,0.093134783
0.59871,0.09313913
0.598713,0.093147826
0.598715,0.093152174
0.59872,0.093165217
0.598721,0.093169565
0.598723,0.093173913
0.598724,0.093178261
0.598734,0.093182609
0.598735,0.093186957
0.598737,0.093191304
0.598738,0.0932
0.59874,0.093204348
0.598742,0.093208696
0.598745,0.093213043
0.598749,0.093217391
0.598752,0.093221739
0.598756,0.093226087
0.598759,0.093234783
0.59876,0.09323913
0.598765,0.093247826
0.598767,0.093252174
0.598773,0.093256522
0.598784,0.09326087
0.598787,0.093265217
0.598789,0.093269565
0.598791,0.093273913
0.598795,0.093278261
0.5988,0.093286957
0.598807,0.093295652
0.598808,0.0933
0.598809,0.093304348
0.598813,0.093308696
0.598815,0.093313043
0.598818,0.093317391
0.59882,0.093321739
0.598822,0.093330435
0.598824,0.093334783
0.598827,0.093343478
0.598834,0.093347826
0.598838,0.093356522
0.59884,0.09336087
0.598843,0.093365217
0.598844,0.093369565
0.598846,0.093373913
0.598847,0.093378261
0.598848,0.093382609
0.598849,0.093386957
0.59885,0.093391304
0.598852,0.093395652
0.598853,0.0934
0.598855,0.093404348
0.598856,0.093408696
0.598861,0.093413043
0.598862,0.093417391
0.598863,0.093421739
0.598866,0.093426087
0.598874,0.093430435
0.598876,0.093434783
0.598877,0.09343913
0.598878,0.093443478
0.598881,0.093447826
0.598886,0.093452174
0.598889,0.093456522
0.59889,0.09346087
0.598892,0.093465217
0.5989,0.093469565
0.598901,0.093478261
0.598902,0.093482609
0.59891,0.093486957
0.598912,0.093491304
0.598913,0.0935
0.598914,0.093508696
0.598915,0.093513043
0.598922,0.093517391
0.598927,0.093521739
0.598928,0.093526087
0.598929,0.093530435
0.598931,0.093534783
0.598932,0.09353913
0.598933,0.093543478
0.598935,0.093556522
0.598937,0.09356087
0.598939,0.093565217
0.59894,0.093573913
0.598941,0.093578261
0.598942,0.093586957
0.598947,0.093591304
0.598948,0.093595652
0.598952,0.0936
0.598956,0.093604348
0.598959,0.093608696
0.598961,0.093613043
0.59897,0.093617391
0.598971,0.093621739
0.598972,0.093630435
0.598974,0.093634783
0.598975,0.09363913
0.598977,0.093643478
0.598979,0.093647826
0.598981,0.093652174
0.598982,0.093656522
0.598989,0.09366087
0.598991,0.093665217
0.598993,0.093669565
0.598997,0.093673913
0.599,0.093678261
0.599004,0.093682609
0.599006,0.093686957
0.599009,0.093691304
0.59901,0.093695652
0.599013,0.0937
0.599014,0.093704348
0.599017,0.093708696
0.599018,0.093717391
0.599022,0.093721739
0.599025,0.093726087
0.59903,0.093730435
0.599031,0.093734783
0.599033,0.09373913
0.599036,0.093743478
0.599037,0.093747826
0.599042,0.093756522
0.599045,0.09376087
0.599049,0.093765217
0.599051,0.093773913
0.599053,0.093782609
0.599054,0.093786957
0.599059,0.0938
0.59906,0.093804348
0.599063,0.093808696
0.599064,0.093813043
0.599065,0.093817391
0.599069,0.093821739
0.59907,0.093826087
0.599072,0.093830435
0.599075,0.093834783
0.599076,0.093847826
0.599078,0.093852174
0.599082,0.093856522
0.599087,0.09386087
0.599089,0.093865217
0.599093,0.093869565
0.599094,0.093873913
0.599096,0.093878261
0.599097,0.093882609
0.599105,0.093886957
0.599106,0.093891304
0.599107,0.093895652
0.599114,0.0939
0.59912,0.093904348
0.599125,0.093913043
0.599127,0.093917391
0.599131,0.093921739
0.599132,0.093926087
0.599134,0.093934783
0.599137,0.09393913
0.599141,0.093943478
0.599142,0.093947826
0.599144,0.093956522
0.599147,0.093965217
0.599149,0.093969565
0.59915,0.093973913
0.599152,0.093978261
0.59916,0.093986957
0.599162,0.093995652
0.599163,0.094004348
0.599166,0.094013043
0.59917,0.094017391
0.599172,0.094021739
0.599173,0.094026087
0.599174,0.094030435
0.599178,0.094034783
0.599182,0.094043478
0.599183,0.094047826
0.599187,0.094052174
0.599189,0.094056522
0.599205,0.09406087
0.599213,0.094069565
0.599215,0.094073913
0.599222,0.094078261
0.599223,0.094086957
0.599224,0.0941
0.599225,0.094104348
0.599232,0.094113043
0.599234,0.094117391
0.599239,0.094121739
0.59924,0.094126087
0.599241,0.094130435
0.599249,0.094134783
0.599251,0.09413913
0.599252,0.094143478
0.599254,0.094147826
0.599255,0.094152174
0.599256,0.094156522
0.599257,0.094165217
0.59926,0.094173913
0.599261,0.094182609
0.599264,0.094186957
0.599267,0.094191304
0.599268,0.0942
0.599271,0.094208696
0.599276,0.094213043
0.599284,0.094217391
0.599285,0.094221739
0.599291,0.094226087
0.599294,0.094234783
0.599295,0.094243478
0.599298,0.094247826
0.599299,0.094252174
0.5993,0.094256522
0.599302,0.094265217
0.599306,0.094273913
0.599308,0.094278261
0.59931,0.094282609
0.599312,0.094286957
0.599313,0.094291304
0.599314,0.094295652
0.599315,0.0943
0.599316,0.094304348
0.599319,0.094308696
0.599322,0.094313043
0.599323,0.094317391
0.599324,0.094321739
0.599328,0.094334783
0.599329,0.09433913
0.599332,0.094352174
0.599334,0.094356522
0.599335,0.09436087
0.599336,0.094365217
0.599342,0.094369565
0.599348,0.094373913
0.59935,0.094382609
0.599353,0.094386957
0.599354,0.094391304
0.599356,0.094395652
0.599357,0.0944
0.599359,0.094404348
0.599363,0.094413043
0.599369,0.094417391
0.599372,0.094421739
0.599375,0.094430435
0.599377,0.094434783
0.599386,0.09443913
0.599387,0.094443478
0.599391,0.094447826
0.599394,0.094452174
0.599395,0.094456522
0.599397,0.09446087
0.599399,0.094469565
0.599406,0.094478261
0.599416,0.094486957
0.599418,0.094491304
0.599419,0.094495652
0.59942,0.0945
0.599421,0.094504348
0.599422,0.094513043
0.599423,0.094517391
0.599429,0.094521739
0.599431,0.094526087
0.599433,0.094534783
0.599436,0.094543478
0.599439,0.094547826
0.59944,0.094552174
0.599441,0.094556522
0.599443,0.09456087
0.599444,0.094569565
0.599445,0.094573913
0.599449,0.094578261
0.599451,0.094582609
0.599452,0.094586957
0.599455,0.094591304
0.599457,0.094595652
0.599462,0.094608696
0.599464,0.094613043
0.599465,0.094621739
0.599469,0.094630435
0.599472,0.094634783
0.599473,0.094643478
0.599474,0.094647826
0.599478,0.094652174
0.599482,0.094656522
0.599484,0.09466087
0.599488,0.094665217
0.599496,0.094669565
0.599498,0.094678261
0.599504,0.094691304
0.599506,0.0947
0.59951,0.094704348
0.599518,0.094708696
0.599519,0.094713043
0.599521,0.094717391
0.599522,0.094721739
0.599524,0.094730435
0.599534,0.094734783
0.599535,0.094743478
0.599536,0.094747826
0.599539,0.094752174
0.599544,0.094756522
0.599546,0.094765217
0.599548,0.094773913
0.599555,0.094778261
0.599556,0.094782609
0.599558,0.094791304
0.599559,0.0948
0.599562,0.094808696
0.599564,0.094821739
0.599568,0.094826087
0.599569,0.094834783
0.599571,0.094843478
0.599573,0.094847826
0.599575,0.094856522
0.599578,0.09486087
0.599579,0.094865217
0.599581,0.094869565
0.599582,0.094873913
0.599583,0.094882609
0.599587,0.094891304
0.599588,0.0949
0.599591,0.094904348
0.599592,0.094908696
0.599598,0.094913043
0.599602,0.094921739
0.599603,0.094930435
0.599605,0.094934783
0.599608,0.094943478
0.599612,0.094947826
0.599613,0.094952174
0.599619,0.094956522
0.599625,0.09496087
0.599626,0.094965217
0.599627,0.094969565
0.599628,0.094973913
0.599629,0.094982609
0.599631,0.094986957
0.599633,0.094991304
0.599634,0.094995652
0.599637,0.095
0.599638,0.095004348
0.59964,0.095008696
0.599642,0.095013043
0.599643,0.095021739
0.599644,0.095026087
0.599645,0.095030435
0.599646,0.095034783
0.599647,0.095043478
0.599652,0.095056522
0.599654,0.09506087
0.599658,0.095065217
0.59966,0.095073913
0.599664,0.095078261
0.599673,0.095086957
0.599674,0.095095652
0.599678,0.0951
0.599679,0.095104348
0.599682,0.095108696
0.599683,0.095113043
0.599684,0.095117391
0.599687,0.095121739
0.599688,0.095130435
0.599691,0.095134783
0.599692,0.09513913
0.599695,0.095143478
0.5997,0.095152174
0.599702,0.095156522
0.599714,0.09516087
0.599716,0.095165217
0.59972,0.095169565
0.599723,0.095173913
0.599725,0.095178261
0.599727,0.095186957
0.599734,0.095191304
0.599735,0.095195652
0.599738,0.0952
0.599741,0.095204348
0.599742,0.095208696
0.599744,0.095217391
0.599748,0.095226087
0.599749,0.095230435
0.59975,0.095234783
0.599755,0.095243478
0.599756,0.095247826
0.599757,0.095252174
0.599758,0.095256522
0.599759,0.09526087
0.599761,0.095265217
0.599762,0.095269565
0.599764,0.095282609
0.599767,0.095291304
0.599771,0.095295652
0.599774,0.0953
0.599778,0.095304348
0.59978,0.095313043
0.599783,0.095317391
0.599784,0.095321739
0.599788,0.095330435
0.599793,0.095334783
0.599797,0.09533913
0.599801,0.095352174
0.599802,0.09536087
0.599804,0.095369565
0.599805,0.095378261
0.599806,0.095382609
0.599808,0.095386957
0.599809,0.095391304
0.599811,0.095395652
0.599814,0.0954
0.599825,0.095404348
0.599827,0.095408696
0.599831,0.095417391
0.599832,0.095421739
0.599833,0.095426087
0.599837,0.095430435
0.599838,0.095434783
0.599842,0.09543913
0.599851,0.095443478
0.599853,0.095447826
0.599856,0.095452174
0.599858,0.095456522
0.599861,0.095465217
0.599868,0.095469565
0.599869,0.095473913
0.599871,0.095478261
0.599879,0.095482609
0.599884,0.095486957
0.599886,0.0955
0.599891,0.095504348
0.599896,0.095508696
0.599897,0.095513043
0.5999,0.095517391
0.599903,0.095521739
0.59991,0.095526087
0.599912,0.095530435
0.599913,0.095534783
0.599914,0.09553913
0.599915,0.095543478
0.599919,0.095547826
0.59992,0.095552174
0.599922,0.095556522
0.599925,0.09556087
0.599929,0.095569565
0.59993,0.095573913
0.599933,0.095578261
0.599934,0.095582609
0.599936,0.095586957
0.599938,0.095591304
0.599939,0.095604348
0.599946,0.095608696
0.59995,0.095613043
0.599953,0.095617391
0.599954,0.095626087
0.599955,0.095634783
0.599956,0.095643478
0.599957,0.095647826
0.599962,0.095656522
0.599963,0.095665217
0.599964,0.095669565
0.599967,0.095673913
0.599968,0.095682609
0.599972,0.095686957
0.599977,0.095691304
0.599978,0.095695652
0.599981,0.095708696
0.599982,0.095713043
0.599993,0.095717391
0.599994,0.095721739
0.599996,0.095730435
0.599999,0.095734783
0.600001,0.09573913
0.600005,0.095756522
0.600007,0.095765217
0.600008,0.095769565
0.60001,0.095773913
0.600011,0.095778261
0.600015,0.095782609
0.600016,0.095791304
0.600019,0.095795652
0.60002,0.0958
0.600021,0.095804348
0.600023,0.095813043
0.600025,0.095817391
0.600036,0.095826087
0.600038,0.095830435
0.600042,0.095834783
0.600043,0.09583913
0.600047,0.095843478
0.600048,0.095852174
0.600051,0.095856522
0.600057,0.09586087
0.600058,0.095865217
0.600065,0.095869565
0.600069,0.095873913
0.60007,0.095878261
0.600076,0.095882609
0.600079,0.095886957
0.60008,0.095891304
0.600081,0.095895652
0.600085,0.0959
0.600091,0.095904348
0.600092,0.095908696
0.600096,0.095913043
0.600099,0.095917391
0.600101,0.095926087
0.600104,0.095934783
0.600108,0.09593913
0.600112,0.095947826
0.600113,0.095952174
0.600115,0.095956522
0.600117,0.09596087
0.600118,0.095965217
0.60012,0.095969565
0.600123,0.095973913
0.60013,0.095978261
0.600131,0.095982609
0.600132,0.095991304
0.600143,0.095995652
0.600149,0.096004348
0.600154,0.096008696
0.600156,0.096013043
0.600157,0.096021739
0.60016,0.096026087
0.600162,0.096030435
0.600166,0.096034783
0.600168,0.09603913
0.600173,0.096043478
0.600175,0.096047826
0.600176,0.096052174
0.600178,0.096056522
0.600179,0.096065217
0.600187,0.096069565
0.600188,0.096073913
0.600189,0.096078261
0.60019,0.096082609
0.600192,0.096086957
0.600199,0.096095652
0.600201,0.096104348
0.600202,0.096108696
0.600203,0.096113043
0.600208,0.096121739
0.60021,0.096126087
0.600211,0.096130435
0.600213,0.096134783
0.600215,0.09613913
0.600216,0.096143478
0.600217,0.096152174
0.600221,0.096156522
0.600222,0.09616087
0.600226,0.096165217
0.600227,0.096173913
0.600228,0.096178261
0.600229,0.096186957
0.600236,0.096191304
0.600241,0.096195652
0.600244,0.0962
0.600246,0.096204348
0.600252,0.096208696
0.600254,0.096213043
0.600255,0.096217391
0.600256,0.096221739
0.600257,0.096226087
0.600259,0.096230435
0.600272,0.096234783
0.600273,0.09623913
0.600274,0.096247826
0.600275,0.096252174
0.600276,0.096256522
0.60028,0.09626087
0.600282,0.096265217
0.600286,0.096269565
0.600288,0.096273913
0.600292,0.096278261
0.600294,0.096282609
0.600296,0.096286957
0.600297,0.096291304
0.600299,0.096295652
0.600306,0.0963
0.600313,0.096304348
0.600317,0.096308696
0.600318,0.096313043
0.600327,0.096321739
0.60033,0.096326087
0.600332,0.096330435
0.600337,0.096334783
0.600338,0.09633913
0.600343,0.096343478
0.600344,0.096352174
0.600345,0.096356522
0.600347,0.096365217
0.600349,0.096369565
0.60035,0.096373913
0.600352,0.096378261
0.600358,0.096382609
0.600359,0.096386957
0.60036,0.096395652
0.600364,0.0964
0.600369,0.096404348
0.600378,0.096408696
0.600379,0.096413043
0.600381,0.096421739
0.600383,0.096426087
0.600385,0.096434783
0.600387,0.096443478
0.600389,0.096447826
0.600391,0.096456522
0.600393,0.09646087
0.600394,0.096465217
0.600396,0.096469565
0.600399,0.096478261
0.6004,0.096486957
0.600401,0.096491304
0.600403,0.096495652
0.600408,0.0965
0.600411,0.096504348
0.600413,0.096508696
0.600418,0.096517391
0.600419,0.096521739
0.60042,0.096526087
0.600421,0.096534783
0.600423,0.096543478
0.600424,0.096547826
0.600425,0.096552174
0.600426,0.096556522
0.600427,0.09656087
0.600429,0.096565217
0.60043,0.096573913
0.600433,0.096582609
0.600435,0.096586957
0.600438,0.096591304
0.600447,0.096595652
0.600448,0.0966
0.60045,0.096604348
0.600451,0.096608696
0.600455,0.096617391
0.600456,0.096621739
0.600458,0.096626087
0.600463,0.096630435
0.600464,0.096634783
0.600468,0.09663913
0.60047,0.096643478
0.600474,0.096647826
0.600476,0.096652174
0.60048,0.09666087
0.600481,0.096678261
0.600483,0.096682609
0.600491,0.096686957
0.600492,0.096691304
0.600494,0.096695652
0.6005,0.0967
0.600501,0.096708696
0.600502,0.096717391
0.60051,0.096721739
0.600511,0.096726087
0.600512,0.096730435
0.600516,0.096734783
0.600523,0.09673913
0.600524,0.096743478
0.600525,0.096747826
0.600528,0.096756522
0.600535,0.09676087
0.600542,0.096765217
0.600547,0.096769565
0.60055,0.096778261
0.600551,0.096786957
0.600553,0.096791304
0.600554,0.096795652
0.600556,0.0968
0.600563,0.096804348
0.600566,0.096808696
0.600567,0.096813043
0.600569,0.096817391
0.60057,0.096830435
0.600571,0.096834783
0.600572,0.09683913
0.600574,0.096847826
0.600575,0.096852174
0.600579,0.096856522
0.600583,0.09686087
0.600588,0.096865217
0.600589,0.096869565
0.600591,0.096873913
0.600595,0.096882609
0.600599,0.096886957
0.6006,0.096891304
0.600604,0.0969
0.600605,0.096904348
0.600609,0.096908696
0.600611,0.096913043
0.600614,0.096926087
0.600617,0.096934783
0.600622,0.096943478
0.600625,0.096947826
0.600628,0.096952174
0.600635,0.096956522
0.600639,0.09696087
0.600641,0.096965217
0.600644,0.096969565
0.600646,0.096973913
0.600652,0.096978261
0.600655,0.096982609
0.600659,0.096986957
0.60066,0.096991304
0.600661,0.096995652
0.600662,0.097
0.600663,0.097008696
0.600664,0.097013043
0.600665,0.097021739
0.60067,0.097030435
0.600671,0.097034783
0.600673,0.097043478
0.600674,0.097047826
0.600676,0.097052174
0.600678,0.097056522
0.600679,0.097069565
0.600681,0.097073913
0.600684,0.097078261
0.600686,0.097082609
0.60069,0.097086957
0.6007,0.097091304
0.600701,0.097095652
0.600703,0.097104348
0.600704,0.097108696
0.600707,0.097117391
0.60071,0.097121739
0.600711,0.097126087
0.600714,0.097130435
0.600717,0.097134783
0.600719,0.09713913
0.60073,0.097143478
0.600734,0.097147826
0.600735,0.097156522
0.600737,0.09716087
0.600739,0.097165217
0.60074,0.097178261
0.600745,0.097182609
0.600748,0.097186957
0.60075,0.097191304
0.600751,0.097195652
0.600758,0.0972
0.60076,0.097204348
0.600761,0.097208696
0.600762,0.097213043
0.600764,0.097217391
0.600769,0.097221739
0.60077,0.097226087
0.600771,0.097234783
0.600775,0.097247826
0.600778,0.097252174
0.600779,0.097256522
0.600781,0.09726087
0.600783,0.097265217
0.600784,0.097269565
0.600786,0.097273913
0.600788,0.097282609
0.600791,0.097286957
0.600793,0.097291304
0.600796,0.097295652
0.600797,0.097304348
0.600798,0.097308696
0.600799,0.097317391
0.600801,0.097321739
0.600802,0.097330435
0.600805,0.097334783
0.600808,0.09733913
0.600809,0.097347826
0.600811,0.097356522
0.600813,0.09736087
0.600819,0.097369565
0.60082,0.097378261
0.600827,0.097382609
0.600828,0.097386957
0.60083,0.097395652
0.600839,0.0974
0.600844,0.097404348
0.600851,0.097408696
0.600852,0.097413043
0.600853,0.097421739
0.60086,0.097426087
0.600862,0.097430435
0.600863,0.097434783
0.600865,0.09743913
0.600866,0.097443478
0.600868,0.097447826
0.60087,0.097456522
0.600871,0.09746087
0.600872,0.097465217
0.600874,0.097469565
0.600875,0.097473913
0.600876,0.097478261
0.600885,0.097482609
0.600886,0.097486957
0.600887,0.097491304
0.600888,0.097495652
0.600889,0.0975
0.600895,0.097504348
0.600896,0.097508696
0.600899,0.097513043
0.600902,0.097517391
0.600907,0.097526087
0.600912,0.097530435
0.600914,0.097534783
0.600916,0.09753913
0.600917,0.097547826
0.600919,0.097552174
0.60092,0.097556522
0.600922,0.09756087
0.600923,0.097565217
0.600926,0.097569565
0.600927,0.097573913
0.600936,0.097578261
0.600938,0.097582609
0.600939,0.097586957
0.600943,0.0976
0.600945,0.097604348
0.600946,0.097608696
0.600947,0.097613043
0.600949,0.097617391
0.600951,0.097621739
0.600953,0.097626087
0.600954,0.097634783
0.600964,0.09763913
0.600966,0.097643478
0.600968,0.097647826
0.600969,0.097652174
0.600971,0.097656522
0.600973,0.09766087
0.600974,0.097665217
0.600975,0.097673913
0.600976,0.097682609
0.600986,0.097686957
0.600987,0.097695652
0.600988,0.097704348
0.600989,0.097708696
0.600992,0.097713043
0.600996,0.097717391
0.600997,0.097721739
0.601,0.097730435
0.601003,0.097734783
0.601008,0.09773913
0.60101,0.097743478
0.601014,0.097747826
0.601017,0.097752174
0.601019,0.097756522
0.60102,0.09776087
0.601022,0.097769565
0.601024,0.097773913
0.601027,0.097778261
0.601028,0.097782609
0.601033,0.097786957
0.601036,0.097791304
0.601038,0.097795652
0.60104,0.0978
0.601041,0.097804348
0.601042,0.097808696
0.601046,0.097817391
0.601049,0.097830435
0.601052,0.097843478
0.601054,0.097847826
0.601062,0.097856522
0.601071,0.09786087
0.601072,0.097869565
0.601073,0.097873913
0.601076,0.097878261
0.601077,0.097882609
0.601082,0.097886957
0.601085,0.097895652
0.60109,0.0979
0.601091,0.097904348
0.601094,0.097908696
0.601095,0.097913043
0.601098,0.097917391
0.601099,0.097921739
0.601103,0.097926087
0.601104,0.097930435
0.601105,0.097934783
0.601108,0.09793913
0.601111,0.097943478
0.601114,0.097952174
0.601116,0.097956522
0.601118,0.097965217
0.601126,0.097969565
0.601128,0.097973913
0.601132,0.097982609
0.601134,0.097991304
0.601136,0.098
0.601138,0.098008696
0.601139,0.098013043
0.60114,0.098021739
0.601147,0.098026087
0.601151,0.098030435
0.601152,0.09803913
0.601155,0.098043478
0.601162,0.098047826
0.601164,0.098052174
0.601166,0.098056522
0.601174,0.09806087
0.601177,0.098065217
0.601182,0.098073913
0.601183,0.098082609
0.601184,0.098086957
0.601192,0.098091304
0.601193,0.098095652
0.601196,0.0981
0.601199,0.098104348
0.601202,0.098108696
0.601204,0.098113043
0.601205,0.098117391
0.601206,0.098121739
0.601209,0.098126087
0.60121,0.098130435
0.601213,0.09813913
0.601214,0.098143478
0.601215,0.098147826
0.601216,0.098152174
0.601217,0.09816087
0.60122,0.098165217
0.601222,0.098173913
0.601224,0.098182609
0.601225,0.098191304
0.601229,0.098195652
0.601231,0.0982
0.601232,0.098204348
0.601233,0.098208696
0.601234,0.098213043
0.601235,0.098221739
0.601236,0.098226087
0.60124,0.098230435
0.601244,0.098234783
0.601245,0.09823913
0.601246,0.098243478
0.601247,0.098256522
0.601253,0.098265217
0.601257,0.098273913
0.601258,0.098282609
0.601261,0.098286957
0.601264,0.098291304
0.601267,0.098295652
0.60127,0.098308696
0.601272,0.098313043
0.601274,0.098317391
0.601277,0.098321739
0.601278,0.098326087
0.601282,0.098330435
0.601283,0.098334783
0.601285,0.09833913
0.601288,0.098343478
0.601289,0.098347826
0.60129,0.098356522
0.601292,0.09836087
0.601295,0.098365217
0.601297,0.098369565
0.601298,0.098373913
0.601305,0.098378261
0.601306,0.098382609
0.601307,0.098386957
0.60131,0.098391304
0.601313,0.098395652
0.601318,0.098408696
0.601319,0.098413043
0.60132,0.098417391
0.601325,0.098421739
0.601326,0.098426087
0.601329,0.098430435
0.60133,0.098434783
0.601334,0.09843913
0.601339,0.098447826
0.601342,0.098452174
0.601343,0.098456522
0.601345,0.09846087
0.601348,0.098469565
0.60135,0.098473913
0.601351,0.098486957
0.601355,0.098491304
0.601356,0.098495652
0.601357,0.0985
0.601358,0.098504348
0.60136,0.098508696
0.601363,0.098517391
0.601364,0.098521739
0.601369,0.098530435
0.601372,0.098534783
0.601373,0.09853913
0.601376,0.098547826
0.601382,0.098552174
0.601387,0.09856087
0.60139,0.098565217
0.601391,0.098569565
0.601395,0.098573913
0.601398,0.098578261
0.601407,0.098586957
0.601408,0.098595652
0.60141,0.0986
0.601413,0.098604348
0.601414,0.098608696
0.601416,0.098613043
0.601424,0.098617391
0.601428,0.098621739
0.601429,0.098626087
0.601434,0.098634783
0.601435,0.09863913
0.601441,0.098643478
0.601446,0.098652174
0.601449,0.098656522
0.601455,0.09866087
0.601456,0.098665217
0.601458,0.098669565
0.601465,0.098673913
0.601466,0.098678261
0.601467,0.098682609
0.601468,0.098686957
0.601469,0.098691304
0.601471,0.098695652
0.601472,0.098704348
0.601473,0.098713043
0.601477,0.098717391
0.601478,0.098721739
0.601482,0.098726087
0.601485,0.098730435
0.601487,0.098734783
0.60149,0.09873913
0.601492,0.098743478
0.601493,0.098752174
0.601495,0.098756522
0.601501,0.09876087
0.601503,0.098765217
0.601504,0.098769565
0.601506,0.098773913
0.601507,0.098778261
0.601508,0.098782609
0.601512,0.0988
0.601515,0.098804348
0.601517,0.098808696
0.601518,0.098813043
0.601519,0.098817391
0.601531,0.098821739
0.601533,0.098826087
0.601534,0.098830435
0.601537,0.09883913
0.601538,0.098843478
0.601541,0.098852174
0.601543,0.098856522
0.601544,0.09886087
0.601545,0.098865217
0.601546,0.098869565
0.601553,0.098873913
0.601555,0.098878261
0.601557,0.098882609
0.601562,0.098895652
0.601563,0.0989
0.601566,0.098913043
0.601573,0.098917391
0.601574,0.098921739
0.601575,0.098926087
0.601577,0.098934783
0.601579,0.09893913
0.60158,0.098943478
0.601582,0.098947826
0.601585,0.098952174
0.601587,0.098956522
0.601588,0.09896087
0.601591,0.098965217
0.601595,0.098973913
0.601597,0.098978261
0.601598,0.098982609
0.601599,0.098986957
0.601604,0.098995652
0.601608,0.099004348
0.601614,0.099008696
0.601616,0.099017391
0.601617,0.099021739
0.601619,0.099026087
0.60162,0.099030435
0.601624,0.099034783
0.601626,0.09903913
0.601634,0.099043478
0.601636,0.099047826
0.601637,0.099052174
0.601638,0.099056522
0.601643,0.09906087
0.601644,0.099069565
0.601646,0.099073913
0.601652,0.099078261
0.601655,0.099082609
0.601656,0.099091304
0.601658,0.099095652
0.601661,0.0991
0.601664,0.099104348
0.601665,0.099108696
0.601667,0.099117391
0.601668,0.099126087
0.601672,0.099130435
0.601674,0.099134783
0.601681,0.09913913
0.601682,0.099143478
