Similarity,Accumulative proportion
0.407703,0.004404348
0.407744,0.004408696
0.40787,0.004413043
0.408032,0.004417391
0.40806,0.004421739
0.408102,0.004426087
0.408151,0.004430435
0.408224,0.004434783
0.408347,0.00443913
0.408531,0.004443478
0.408593,0.004447826
0.408787,0.004452174
0.408823,0.004456522
0.408945,0.00446087
0.408965,0.004465217
0.409145,0.004469565
0.40916,0.004473913
0.409201,0.004478261
0.409335,0.004482609
0.409384,0.004486957
0.409456,0.004491304
0.409812,0.004495652
0.409818,0.0045
0.409843,0.004504348
0.409982,0.004508696
0.410169,0.004513043
0.410258,0.004517391
0.410288,0.004521739
0.410406,0.004526087
0.41068,0.004530435
0.41078,0.004534783
0.410809,0.00453913
0.410836,0.004543478
0.410942,0.004547826
0.410966,0.004552174
0.411022,0.004556522
0.411079,0.00456087
0.411493,0.004565217
0.411742,0.004569565
0.411825,0.004573913
0.411844,0.004578261
0.411855,0.004582609
0.411873,0.004586957
0.411888,0.004591304
0.412057,0.004595652
0.412173,0.0046
0.412264,0.004604348
0.412301,0.004608696
0.412452,0.004613043
0.412519,0.004617391
0.412602,0.004621739
0.41272,0.004626087
0.412721,0.004630435
0.412852,0.004634783
0.412861,0.00463913
0.41297,0.004643478
0.413032,0.004647826
0.413214,0.004652174
0.413229,0.004656522
0.413275,0.00466087
0.413762,0.004665217
0.413815,0.004669565
0.413856,0.004673913
0.413912,0.004678261
0.414071,0.004682609
0.414835,0.004686957
0.415294,0.004691304
0.415469,0.004695652
0.415711,0.0047
0.415818,0.004704348
0.415952,0.004708696
0.416263,0.004713043
0.416301,0.004717391
0.416342,0.004721739
0.416422,0.004726087
0.416431,0.004730435
0.416438,0.004734783
0.416466,0.00473913
0.416486,0.004743478
0.416514,0.004747826
0.416555,0.004752174
0.416749,0.004756522
0.416773,0.00476087
0.416778,0.004765217
0.416999,0.004769565
0.417043,0.004773913
0.417062,0.004778261
0.417178,0.004782609
0.417211,0.004786957
0.417293,0.004791304
0.417485,0.004795652
0.417518,0.0048
0.417766,0.004804348
0.417812,0.004808696
0.417823,0.004813043
0.4179,0.004817391
0.417943,0.004821739
0.418169,0.004826087
0.418273,0.004830435
0.418357,0.004834783
0.418463,0.00483913
0.418488,0.004843478
0.418771,0.004847826
0.418837,0.004852174
0.418875,0.004856522
0.418896,0.00486087
0.418954,0.004865217
0.419098,0.004869565
0.419106,0.004873913
0.419281,0.004878261
0.419291,0.004882609
0.419324,0.004886957
0.41956,0.004891304
0.419615,0.004895652
0.419765,0.0049
0.419802,0.004904348
0.419813,0.004908696
0.419827,0.004913043
0.419924,0.004917391
0.420001,0.004921739
0.420081,0.004926087
0.4201,0.004930435
0.420138,0.004934783
0.420149,0.00493913
0.420287,0.004943478
0.42031,0.004947826
0.420332,0.004952174
0.420387,0.004956522
0.420456,0.00496087
0.420759,0.004965217
0.420768,0.004969565
0.420846,0.004973913
0.42098,0.004978261
0.421365,0.004982609
0.421425,0.004986957
0.421442,0.004991304
0.421523,0.004995652
0.421527,0.005
0.421604,0.005004348
0.421639,0.005008696
0.421675,0.005013043
0.4217,0.005017391
0.421723,0.005021739
0.421869,0.005026087
0.422021,0.005030435
0.422162,0.005034783
0.422187,0.00503913
0.422535,0.005043478
0.422607,0.005047826
0.422812,0.005052174
0.42282,0.005056522
0.422888,0.00506087
0.42327,0.005065217
0.423276,0.005069565
0.423428,0.005073913
0.423446,0.005078261
0.423593,0.005082609
0.423833,0.005086957
0.423957,0.005091304
0.424014,0.005095652
0.424021,0.0051
0.424065,0.005104348
0.424119,0.005108696
0.424175,0.005113043
0.424258,0.005117391
0.424468,0.005121739
0.424536,0.005126087
0.424769,0.005130435
0.424786,0.005134783
0.424882,0.00513913
0.424953,0.005143478
0.425148,0.005147826
0.425245,0.005152174
0.425403,0.005156522
0.425424,0.00516087
0.425435,0.005165217
0.425443,0.005169565
0.425574,0.005173913
0.425648,0.005178261
0.425656,0.005182609
0.425667,0.005186957
0.425768,0.005191304
0.42577,0.005195652
0.425829,0.0052
0.425863,0.005204348
0.425875,0.005208696
0.425943,0.005213043
0.42604,0.005217391
0.426085,0.005221739
0.426097,0.005226087
0.426207,0.005230435
0.426227,0.005234783
0.426375,0.00523913
0.426387,0.005243478
0.426452,0.005247826
0.426469,0.005252174
0.426544,0.005256522
0.42662,0.00526087
0.426743,0.005265217
0.427028,0.005269565
0.427094,0.005273913
0.427238,0.005278261
0.427375,0.005282609
0.427404,0.005286957
0.427417,0.005291304
0.427459,0.005295652
0.427534,0.0053
0.427537,0.005304348
0.427607,0.005308696
0.427612,0.005313043
0.427626,0.005317391
0.427755,0.005321739
0.427773,0.005326087
0.427808,0.005330435
0.427846,0.005334783
0.427879,0.00533913
0.427881,0.005343478
0.427925,0.005347826
0.427941,0.005352174
0.427942,0.005356522
0.427943,0.00536087
0.428011,0.005365217
0.428036,0.005369565
0.428067,0.005373913
0.428123,0.005378261
0.428125,0.005382609
0.428195,0.005386957
0.428405,0.005391304
0.428457,0.005395652
0.428479,0.0054
0.428489,0.005404348
0.428531,0.005408696
0.428644,0.005413043
0.428827,0.005417391
0.428868,0.005421739
0.428872,0.005426087
0.428991,0.005430435
0.429142,0.005434783
0.429193,0.005443478
0.429233,0.005447826
0.42934,0.005452174
0.429409,0.005456522
0.42948,0.00546087
0.429633,0.005465217
0.429675,0.005469565
0.429703,0.005473913
0.429956,0.005478261
0.430007,0.005482609
0.430024,0.005486957
0.430248,0.005491304
0.430539,0.005495652
0.430745,0.0055
0.430774,0.005504348
0.430805,0.005508696
0.430867,0.005513043
0.430889,0.005517391
0.430982,0.005521739
0.430985,0.005526087
0.43104,0.005530435
0.431051,0.005534783
0.431105,0.00553913
0.431116,0.005543478
0.431186,0.005547826
0.431351,0.005552174
0.431415,0.005556522
0.431506,0.00556087
0.431523,0.005565217
0.431658,0.005569565
0.431982,0.005573913
0.432098,0.005578261
0.432268,0.005582609
0.432411,0.005586957
0.432459,0.005591304
0.432474,0.005595652
0.432866,0.0056
0.432965,0.005604348
0.43297,0.005608696
0.432972,0.005613043
0.43309,0.005617391
0.433121,0.005621739
0.433147,0.005626087
0.433161,0.005630435
0.4333,0.005634783
0.433393,0.00563913
0.433516,0.005643478
0.433593,0.005647826
0.433599,0.005652174
0.433618,0.005656522
0.433913,0.00566087
0.434112,0.005665217
0.434181,0.005669565
0.43424,0.005673913
0.434299,0.005678261
0.434406,0.005682609
0.4345,0.005691304
0.434544,0.005695652
0.434733,0.0057
