,PC1,PC2,Type
S_550.L3S35.s.3.sequence,0.218455402,-0.034201267,Individual I_Skin
S_550.L3S36.s.3.sequence,0.234306599,-0.198229144,Individual I_Skin
S_550.L3S37.s.3.sequence,0.262752063,-0.173425831,Individual I_Skin
S_550.L3S38.s.3.sequence,0.259049235,-0.114745815,Individual I_Skin
S_550.L3S39.s.3.sequence,0.259265038,-0.16454619,Individual I_Skin
S_550.L3S40.s.3.sequence,0.240505737,-0.112245192,Individual I_Skin
S_550.L3S41.s.3.sequence,0.237120009,-0.064180158,Individual I_Skin
S_550.L3S42.s.3.sequence,0.047294698,0.300105038,Individual I_Skin
S_550.L3S43.s.3.sequence,0.234603225,-0.130954595,Individual I_Skin
S_550.L3S44.s.3.sequence,0.255860562,-0.096230223,Individual I_Skin
S_550.L3S45.s.3.sequence,0.238535314,-0.074356902,Individual I_Skin
S_550.L3S46.s.3.sequence,0.22192111,-0.047647721,Individual I_Skin
S_550.L3S47.s.3.sequence,0.24300174,-0.051050096,Individual I_Skin
S_550.L3S48.s.3.sequence,0.264996932,-0.080801677,Individual I_Skin
S_550.L3S49.s.3.sequence,0.171008871,0.023589176,Individual I_Skin
S_550.L3S50.s.3.sequence,0.245240625,-0.08794955,Individual I_Skin
S_550.L3S51.s.3.sequence,0.257447457,-0.159161839,Individual I_Skin
S_550.L3S52.s.3.sequence,0.272698821,-0.136998316,Individual I_Skin
S_550.L3S53.s.3.sequence,0.13979186,0.042502229,Individual I_Skin
S_550.L3S55.s.3.sequence,0.259149486,-0.202714486,Individual I_Skin
S_550.L3S56.s.3.sequence,0.259704468,-0.133859139,Individual I_Skin
S_550.L3S57.s.3.sequence,0.27048215,-0.130031384,Individual I_Skin
S_550.L3S58.s.3.sequence,0.256237544,-0.161738514,Individual I_Skin
S_550.L3S59.s.3.sequence,0.260327637,-0.144150367,Individual I_Skin
S_550.L3S60.s.3.sequence,0.237313963,-0.097449971,Individual I_Skin
S_550.L3S61.s.3.sequence,0.255525378,-0.152280789,Individual I_Skin
S_550.L3S62.s.3.sequence,0.242765437,-0.175987204,Individual I_Skin
S_550.L3S63.s.3.sequence,0.260451226,-0.124411522,Individual I_Skin
S_550.L3S64.s.3.sequence,0.265550337,-0.106432572,Individual I_Skin
S_550.L3S65.s.3.sequence,0.263856225,-0.103525156,Individual I_Skin
S_550.L3S66.s.3.sequence,0.235316233,0.004552252,Individual I_Skin
S_550.L3S67.s.3.sequence,0.227484712,-0.157092113,Individual I_Skin
S_550.L3S68.s.3.sequence,0.259005481,-0.075348627,Individual I_Skin
S_550.L3S69.s.3.sequence,0.277336467,-0.10725314,Individual I_Skin
S_550.L3S70.s.3.sequence,0.218064847,-0.115909582,Individual I_Skin
S_550.L3S71.s.3.sequence,0.175169085,0.04444342,Individual I_Skin
S_550.L3S72.s.3.sequence,0.214769268,-0.082787196,Individual I_Skin
S_550.L3S73.s.3.sequence,0.12581129,-0.024066506,Individual I_Skin
S_550.L3S74.s.3.sequence,0.270452941,-0.198931585,Individual I_Skin
S_550.L3S75.s.3.sequence,0.219950002,-0.04638361,Individual I_Skin
S_550.L3S76.s.3.sequence,0.21416863,-0.076470485,Individual I_Skin
S_550.L3S77.s.3.sequence,0.237172438,-0.059228667,Individual I_Skin
S_550.L3S78.s.3.sequence,0.236430463,-0.167859838,Individual I_Skin
S_550.L3S79.s.3.sequence,0.191947514,-0.126231125,Individual I_Skin
S_550.L3S80.s.3.sequence,0.237617962,-0.030158865,Individual I_Skin
S_550.L3S81.s.3.sequence,0.261143183,-0.116603086,Individual I_Skin
S_550.L3S82.s.3.sequence,0.209661008,0.031946053,Individual I_Skin
S_550.L3S83.s.3.sequence,0.280911263,-0.1651963,Individual I_Skin
S_550.L3S84.s.3.sequence,0.259781562,-0.119658764,Individual I_Skin
S_550.L3S85.s.3.sequence,0.240164885,-0.062924332,Individual I_Skin
S_550.L3S86.s.3.sequence,0.242496445,-0.061966356,Individual I_Skin
S_550.L3S87.s.3.sequence,0.231439934,-0.143186071,Individual I_Skin
S_550.L3S88.s.3.sequence,0.237598078,-0.064490808,Individual I_Skin
S_550.L3S89.s.3.sequence,0.244917029,-0.125079516,Individual I_Skin
S_550.L3S90.s.3.sequence,0.263918815,-0.126183692,Individual I_Skin
S_550.L3S91.s.3.sequence,0.262002277,-0.110675508,Individual I_Skin
S_550.L3S92.s.3.sequence,0.224258416,-0.185798481,Individual I_Skin
S_550.L3S93.s.3.sequence,0.271279569,-0.158571085,Individual I_Skin
S_550.L3S94.s.3.sequence,0.224882643,-0.09443911,Individual I_Skin
S_550.L3S95.s.3.sequence,0.262160229,-0.139560073,Individual I_Skin
S_550.L3S97.s.3.sequence,0.25104851,-0.15323481,Individual I_Skin
S_550.L3S98.s.3.sequence,0.26489918,-0.135989416,Individual I_Skin
S_550.L3S99.s.3.sequence,0.244967721,-0.175354917,Individual I_Skin
S_550.L3S100.s.3.sequence,0.2502814,-0.156781489,Individual I_Skin
S_550.L3S101.s.3.sequence,0.223520004,-0.105069741,Individual I_Skin
S_550.L3S102.s.3.sequence,0.255990287,-0.113466845,Individual I_Skin
S_550.L3S103.s.3.sequence,0.223209607,-0.041689881,Individual I_Skin
S_550.L3S104.s.3.sequence,0.24703556,-0.073063312,Individual I_Skin
S_550.L3S105.s.3.sequence,0.24457784,-0.096836392,Individual I_Skin
S_550.L3S106.s.3.sequence,0.239865081,-0.022139468,Individual I_Skin
S_550.L3S107.s.3.sequence,0.244344912,-0.211970868,Individual I_Skin
S_550.L3S108.s.3.sequence,0.260787724,-0.098509736,Individual I_Skin
S_550.L3S109.s.3.sequence,0.229038489,-0.15194918,Individual I_Skin
S_550.L3S110.s.3.sequence,0.227304635,-0.061316098,Individual I_Skin
S_550.L3S111.s.3.sequence,0.243852148,-0.107627971,Individual I_Skin
S_550.L3S112.s.3.sequence,0.233872419,-0.17751475,Individual I_Skin
S_550.L3S113.s.3.sequence,0.246656548,-0.036489034,Individual I_Skin
S_550.L3S114.s.3.sequence,0.234881499,-0.163384041,Individual I_Skin
S_550.L3S115.s.3.sequence,0.241440804,-0.178721067,Individual I_Skin
S_550.L3S116.s.3.sequence,0.268597063,-0.122330634,Individual I_Skin
S_550.L3S117.s.3.sequence,0.271730165,-0.102291548,Individual I_Skin
S_550.L3S118.s.3.sequence,0.268311341,-0.150318396,Individual I_Skin
S_550.L3S119.s.3.sequence,0.243436262,-0.065890025,Individual I_Skin
S_550.L3S120.s.3.sequence,0.194596318,0.001879911,Individual I_Skin
S_550.L3S121.s.3.sequence,0.136999331,0.012211248,Individual I_Skin
S_550.L3S122.s.3.sequence,0.2557884,-0.077920671,Individual I_Skin
S_550.L3S123.s.3.sequence,0.219459014,-0.125952238,Individual I_Skin
S_550.L3S124.s.3.sequence,0.239085114,-0.104041006,Individual I_Skin
S_550.L3S125.s.3.sequence,0.242574437,-0.18455285,Individual I_Skin
S_550.L3S126.s.3.sequence,0.277038042,-0.136992867,Individual I_Skin
S_550.L3S127.s.3.sequence,0.246748535,-0.04383421,Individual I_Skin
S_550.L3S128.s.3.sequence,0.225937546,-0.025778533,Individual I_Skin
S_550.L3S129.s.3.sequence,0.258211163,-0.064818537,Individual I_Skin
S_550.L3S130.s.3.sequence,0.255618766,-0.130166006,Individual I_Skin
S_550.L3S131.s.3.sequence,0.261656995,-0.131810004,Individual I_Skin
S_550.L3S132.s.3.sequence,0.229380497,-0.085861937,Individual I_Skin
S_550.L3S133.s.3.sequence,0.170338454,-0.147213636,Individual I_Skin
S_550.L3S134.s.3.sequence,0.221447121,0.049824605,Individual I_Skin
S_550.L3S135.s.3.sequence,0.212957258,-0.048596099,Individual I_Skin
S_550.L3S136.s.3.sequence,0.221472709,-0.021162089,Individual I_Skin
S_550.L3S137.s.3.sequence,0.27607895,-0.122172574,Individual I_Skin
S_550.L3S138.s.3.sequence,0.266018055,-0.133142075,Individual I_Skin
S_550.L3S139.s.3.sequence,0.246937601,-0.151980228,Individual I_Skin
S_550.L3S140.s.3.sequence,0.256224003,-0.11891601,Individual I_Skin
S_550.L3S142.s.3.sequence,0.253319472,-0.073312705,Individual I_Skin
S_550.L3S143.s.3.sequence,0.271193496,-0.130501056,Individual I_Skin
S_550.L3S145.s.3.sequence,0.256018974,-0.082012658,Individual I_Skin
S_550.L3S146.s.3.sequence,0.233888183,0.005047508,Individual I_Skin
S_550.L3S147.s.3.sequence,0.182076754,-0.024930233,Individual I_Skin
S_550.L3S148.s.3.sequence,0.25863015,-0.126067491,Individual I_Skin
S_550.L3S149.s.3.sequence,0.250413411,-0.094404274,Individual I_Skin
S_550.L3S151.s.3.sequence,0.260698855,-0.135758538,Individual I_Skin
S_550.L3S153.s.3.sequence,0.227725957,-0.042893622,Individual I_Skin
S_550.L3S154.s.3.sequence,0.263303099,-0.111343611,Individual I_Skin
S_550.L3S155.s.3.sequence,0.249654458,-0.144421637,Individual I_Skin
S_550.L3S158.s.3.sequence,0.24872928,-0.067767893,Individual I_Skin
S_550.L3S159.s.3.sequence,0.240893285,-0.176884054,Individual I_Skin
S_550.L3S161.s.3.sequence,0.247150178,-0.133787785,Individual I_Skin
S_550.L3S162.s.3.sequence,0.211068933,-0.095352154,Individual I_Skin
S_550.L3S163.s.3.sequence,0.204538716,0.01700275,Individual I_Skin
S_550.L3S164.s.3.sequence,0.234723793,-0.062869028,Individual I_Skin
S_550.L3S165.s.3.sequence,0.272083112,-0.127177025,Individual I_Skin
S_550.L3S166.s.3.sequence,0.241092622,-0.152234574,Individual I_Skin
S_550.L3S167.s.3.sequence,0.241142099,-0.115550434,Individual I_Skin
S_550.L3S170.s.3.sequence,0.235166815,-0.115638771,Individual I_Skin
S_550.L3S171.s.3.sequence,0.245200781,-0.116430031,Individual I_Skin
S_550.L3S172.s.3.sequence,0.233347101,-0.046595987,Individual I_Skin
S_550.L3S173.s.3.sequence,0.158060969,0.033831514,Individual I_Skin
S_550.L3S174.s.3.sequence,0.203850366,-0.0626984,Individual I_Skin
S_550.L3S175.s.3.sequence,0.273505077,-0.122839243,Individual I_Skin
S_550.L3S176.s.3.sequence,0.26132925,-0.118729459,Individual I_Skin
S_550.L3S177.s.3.sequence,0.205574532,-0.022926908,Individual I_Skin
S_550.L3S178.s.3.sequence,0.279676818,-0.206186246,Individual I_Skin
S_550.L3S179.s.3.sequence,0.222039801,-0.104529265,Individual I_Skin
S_550.L3S183.s.3.sequence,0.216132429,-0.16380825,Individual I_Skin
S_550.L3S185.s.3.sequence,0.217874999,-0.045111601,Individual I_Skin
S_550.L3S186.s.3.sequence,0.140544719,0.061066043,Individual I_Skin
S_550.L3S187.s.3.sequence,0.245364416,-0.095912687,Individual I_Skin
S_550.L3S188.s.3.sequence,0.213649655,-0.212743593,Individual I_Skin
S_550.L3S190.s.3.sequence,0.193697056,-0.19243201,Individual I_Skin
S_550.L3S191.s.3.sequence,0.244902434,-0.099282996,Individual I_Skin
S_550.L3S193.s.3.sequence,0.224038857,-0.09070261,Individual I_Skin
S_550.L3S194.s.3.sequence,0.258054837,-0.123914849,Individual I_Skin
S_550.L3S195.s.3.sequence,0.222244569,-0.123226294,Individual I_Skin
S_550.L3S196.s.3.sequence,0.2482453,-0.177133538,Individual I_Skin
S_550.L3S197.s.3.sequence,0.278992597,-0.186899862,Individual I_Skin
S_550.L3S198.s.3.sequence,0.25983528,-0.143846294,Individual I_Skin
S_550.L3S199.s.3.sequence,0.218212236,-0.065106412,Individual I_Skin
S_550.L3S200.s.3.sequence,0.251040408,-0.152727967,Individual I_Skin
S_550.L3S201.s.3.sequence,0.253205644,-0.034157867,Individual I_Skin
S_550.L3S202.s.3.sequence,0.262824563,-0.116554151,Individual I_Skin
S_550.L3S203.s.3.sequence,0.22378644,-0.062734021,Individual I_Skin
S_550.L3S204.s.3.sequence,0.228889634,-0.083599493,Individual I_Skin
S_550.L3S205.s.3.sequence,0.237853197,-0.109430789,Individual I_Skin
S_550.L3S206.s.3.sequence,0.225681242,-0.159615221,Individual I_Skin
S_550.L3S207.s.3.sequence,0.229104805,-0.217595729,Individual I_Skin
S_550.L3S208.s.3.sequence,0.228065219,-0.199494416,Individual I_Skin
S_550.L3S209.s.3.sequence,0.21741255,-0.214396146,Individual I_Skin
S_550.L3S210.s.3.sequence,0.195979939,-0.09488426,Individual I_Skin
S_550.L3S211.s.3.sequence,0.23759697,-0.11436011,Individual I_Skin
S_550.L3S212.s.3.sequence,0.262596369,-0.079425665,Individual I_Skin
S_550.L3S213.s.3.sequence,0.171210412,-0.176792769,Individual I_Skin
S_550.L3S214.s.3.sequence,0.214899663,-0.124953205,Individual I_Skin
S_550.L3S215.s.3.sequence,0.222456824,-0.134634942,Individual I_Skin
S_550.L3S216.s.3.sequence,0.233741291,-0.04321232,Individual I_Skin
S_550.L3S217.s.3.sequence,0.264698625,-0.170164991,Individual I_Skin
S_550.L3S218.s.3.sequence,0.229206985,-0.160303801,Individual I_Skin
S_550.L3S219.s.3.sequence,0.266950865,-0.190938551,Individual I_Skin
S_550.L3S220.s.3.sequence,0.221901839,0.039887559,Individual I_Skin
S_550.L3S221.s.3.sequence,0.263501702,-0.203624312,Individual I_Skin
S_550.L3S222.s.3.sequence,0.259995826,-0.155458606,Individual I_Skin
S_550.L3S223.s.3.sequence,0.264474769,-0.078111784,Individual I_Skin
S_550.L3S224.s.3.sequence,0.251856966,-0.156594092,Individual I_Skin
S_550.L3S225.s.3.sequence,0.251795506,-0.139252315,Individual I_Skin
S_550.L3S226.s.3.sequence,0.246859628,-0.065540915,Individual I_Skin
S_550.L3S227.s.3.sequence,0.265712314,-0.164659223,Individual I_Skin
S_550.L3S228.s.3.sequence,0.203743283,-0.172368832,Individual I_Skin
S_550.L3S230.s.3.sequence,0.175953823,-0.180414387,Individual I_Skin
S_550.L3S231.s.3.sequence,0.24654042,-0.160252153,Individual I_Skin
S_550.L3S233.s.3.sequence,0.196699659,-0.170559719,Individual I_Skin
S_550.L3S234.s.3.sequence,0.265908681,-0.070596837,Individual I_Skin
S_550.L3S371.s.3.sequence,0.150011562,0.172165659,Individual I_Skin
S_550.L3S372.s.3.sequence,0.213022437,0.045960651,Individual I_Skin
S_550.L3S373.s.3.sequence,0.164028162,0.055033841,Individual I_Skin
S_550.L3S374.s.3.sequence,0.238312184,-0.031236685,Individual I_Skin
S_550.L3S375.s.3.sequence,0.237308827,-0.163484558,Individual I_Skin
S_550.L3S376.s.3.sequence,0.208333245,0.000673855,Individual I_Skin
S_550.L3S377.s.3.sequence,0.210237678,-0.095031193,Individual I_Skin
S_550.L3S378.s.3.sequence,-0.486122385,-0.167051939,Individual I_Skin
S_550.L3S379.s.3.sequence,0.189272114,-0.01882258,Individual I_Skin
S_550.L3S380.s.3.sequence,0.193324434,0.0602759,Individual I_Skin
S_550.L3S381.s.3.sequence,0.191336499,0.079265931,Individual I_Skin
S_550.L3S382.s.3.sequence,0.214058553,-0.133900967,Individual I_Skin
S_550.L4S1.s.4.sequence,0.266532994,-0.133676756,Individual I_Skin
S_550.L4S2.s.4.sequence,0.168259199,0.06716306,Individual I_Skin
S_550.L4S3.s.4.sequence,0.195821167,0.063370903,Individual I_Skin
S_550.L4S4.s.4.sequence,0.26445465,-0.079081331,Individual I_Skin
S_550.L4S5.s.4.sequence,0.210641289,-0.026912269,Individual I_Skin
S_550.L4S6.s.4.sequence,0.262523035,-0.142163563,Individual I_Skin
S_550.L4S7.s.4.sequence,0.265113478,-0.163390478,Individual I_Skin
S_550.L4S8.s.4.sequence,0.2652605,-0.18667353,Individual I_Skin
S_550.L4S9.s.4.sequence,0.25453628,-0.091064154,Individual I_Skin
S_550.L4S10.s.4.sequence,0.232339604,-0.053559809,Individual I_Skin
S_550.L4S11.s.4.sequence,0.267262241,-0.127768307,Individual I_Skin
S_550.L4S12.s.4.sequence,0.130952569,-0.150363101,Individual I_Skin
S_550.L4S13.s.4.sequence,0.22363341,-0.097972128,Individual I_Skin
S_550.L4S14.s.4.sequence,0.189444278,-0.043614195,Individual I_Skin
S_550.L4S15.s.4.sequence,0.265368193,-0.191181406,Individual I_Skin
S_550.L4S16.s.4.sequence,0.249200125,-0.061591988,Individual I_Skin
S_550.L4S17.s.4.sequence,0.219302895,-0.025466816,Individual I_Skin
S_550.L4S18.s.4.sequence,0.211179291,-0.143820886,Individual I_Skin
S_550.L4S19.s.4.sequence,0.16865618,-0.164965047,Individual I_Skin
S_550.L4S20.s.4.sequence,0.212723132,-0.004169914,Individual I_Skin
S_550.L4S21.s.4.sequence,0.24324192,-0.183204459,Individual I_Skin
S_550.L4S22.s.4.sequence,0.195788281,0.011533805,Individual I_Skin
S_550.L4S23.s.4.sequence,0.200307265,-0.050952884,Individual I_Skin
S_550.L4S24.s.4.sequence,0.082122087,0.085729876,Individual I_Skin
S_550.L4S25.s.4.sequence,0.239627036,-0.029007853,Individual I_Skin
S_550.L4S26.s.4.sequence,0.09344179,-0.017903919,Individual I_Skin
S_550.L4S27.s.4.sequence,0.242404425,-0.011068126,Individual I_Skin
S_550.L4S28.s.4.sequence,0.27747873,-0.128020926,Individual I_Skin
S_550.L4S29.s.4.sequence,0.254709385,-0.036197855,Individual I_Skin
S_550.L4S30.s.4.sequence,0.236540014,-0.006166496,Individual I_Skin
S_550.L4S31.s.4.sequence,0.200162992,0.087146675,Individual I_Skin
S_550.L4S32.s.4.sequence,0.205482851,0.096665385,Individual I_Skin
S_550.L4S33.s.4.sequence,0.238631063,-0.017474916,Individual I_Skin
S_550.L4S34.s.4.sequence,0.217595995,0.000931368,Individual I_Skin
S_550.L4S35.s.4.sequence,0.279953201,-0.118481418,Individual I_Skin
S_550.L4S36.s.4.sequence,0.252927408,-0.186938389,Individual I_Skin
S_550.L4S37.s.4.sequence,0.243650036,0.010799282,Individual I_Skin
S_550.L4S38.s.4.sequence,0.238890971,-0.055711314,Individual I_Skin
S_550.L4S39.s.4.sequence,0.277040947,-0.07486631,Individual I_Skin
S_550.L4S40.s.4.sequence,0.261728169,-0.161760381,Individual I_Skin
S_550.L4S41.s.4.sequence,0.248303379,-0.129394146,Individual I_Skin
S_550.L4S42.s.4.sequence,0.280961496,-0.119699079,Individual I_Skin
S_550.L4S43.s.4.sequence,0.256521731,-0.142869388,Individual I_Skin
S_550.L4S44.s.4.sequence,0.222033705,-0.150980065,Individual I_Skin
S_550.L4S45.s.4.sequence,0.281080258,-0.190601574,Individual I_Skin
S_550.L4S46.s.4.sequence,0.232366191,-0.151693941,Individual I_Skin
S_550.L4S47.s.4.sequence,0.238475165,0.016021205,Individual I_Skin
S_550.L4S48.s.4.sequence,0.279384164,-0.139919878,Individual I_Skin
S_550.L4S49.s.4.sequence,0.2161776,-0.153591876,Individual I_Skin
S_550.L4S50.s.4.sequence,0.264490042,-0.125671424,Individual I_Skin
S_550.L4S51.s.4.sequence,0.250526132,-0.127284936,Individual I_Skin
S_550.L4S52.s.4.sequence,0.245674112,-0.064485632,Individual I_Skin
S_550.L4S53.s.4.sequence,0.13251844,-0.081269118,Individual I_Skin
S_550.L4S54.s.4.sequence,0.272496812,-0.150522645,Individual I_Skin
S_550.L4S55.s.4.sequence,0.236821834,-0.177479414,Individual I_Skin
S_550.L4S56.s.4.sequence,0.238493213,-0.018401937,Individual I_Skin
S_550.L4S57.s.4.sequence,0.254204695,-0.18042426,Individual I_Skin
S_550.L4S58.s.4.sequence,0.269714323,-0.125413398,Individual I_Skin
S_550.L4S59.s.4.sequence,0.189510681,-0.039172137,Individual I_Skin
S_550.L4S60.s.4.sequence,0.251715201,-0.135906046,Individual I_Skin
S_550.L4S61.s.4.sequence,0.223695181,-0.193399546,Individual I_Skin
S_550.L4S62.s.4.sequence,0.261716738,-0.129476913,Individual I_Skin
S_550.L4S63.s.4.sequence,0.262590515,-0.135613045,Individual I_Skin
S_550.L4S64.s.4.sequence,0.202416599,-0.192917112,Individual I_Skin
S_550.L4S65.s.4.sequence,0.270048966,-0.173430436,Individual I_Skin
S_550.L4S66.s.4.sequence,0.254254782,-0.07145825,Individual I_Skin
S_550.L4S67.s.4.sequence,0.201294251,-0.062882136,Individual I_Skin
S_550.L4S68.s.4.sequence,0.213599842,-0.00708472,Individual I_Skin
S_550.L4S69.s.4.sequence,0.144177193,0.052082524,Individual I_Skin
S_550.L4S70.s.4.sequence,0.25523625,-0.144998391,Individual I_Skin
S_550.L4S71.s.4.sequence,0.255735001,-0.054573477,Individual I_Skin
S_550.L4S72.s.4.sequence,0.224456859,-0.009884752,Individual I_Skin
S_550.L4S73.s.4.sequence,0.235679402,-0.174047494,Individual I_Skin
S_550.L4S74.s.4.sequence,0.237378492,-0.116123927,Individual I_Skin
S_550.L4S75.s.4.sequence,0.254926267,-0.055149352,Individual I_Skin
S_550.L4S76.s.4.sequence,0.235286081,-0.173572724,Individual I_Skin
S_550.L4S77.s.4.sequence,0.264382933,-0.050903302,Individual I_Skin
S_550.L4S78.s.4.sequence,0.26161511,-0.103888384,Individual I_Skin
S_550.L4S79.s.4.sequence,0.227225329,-0.172237272,Individual I_Skin
S_550.L4S80.s.4.sequence,0.260622176,-0.081345884,Individual I_Skin
S_550.L4S81.s.4.sequence,0.249795117,-0.050689609,Individual I_Skin
S_550.L4S82.s.4.sequence,0.24892952,-0.084129142,Individual I_Skin
S_550.L4S83.s.4.sequence,0.218294977,-0.160836239,Individual I_Skin
S_550.L4S84.s.4.sequence,0.272719235,-0.216730784,Individual I_Skin
S_550.L4S85.s.4.sequence,0.260322419,-0.152322796,Individual I_Skin
S_550.L4S86.s.4.sequence,0.231859043,-0.178573877,Individual I_Skin
S_550.L4S87.s.4.sequence,0.190776364,-0.059180688,Individual I_Skin
S_550.L4S88.s.4.sequence,0.212533852,-0.040370494,Individual I_Skin
S_550.L4S89.s.4.sequence,0.27330707,-0.149540791,Individual I_Skin
S_550.L4S90.s.4.sequence,0.219915982,-0.102033341,Individual I_Skin
S_550.L4S91.s.4.sequence,0.225627683,-0.128787703,Individual I_Skin
S_550.L4S92.s.4.sequence,0.260993258,-0.153128268,Individual I_Skin
S_550.L4S93.s.4.sequence,0.239937107,-0.14626492,Individual I_Skin
S_550.L4S94.s.4.sequence,0.242819864,0.008997989,Individual I_Skin
S_550.L4S95.s.4.sequence,0.129098511,0.048411973,Individual I_Skin
S_550.L4S97.s.4.sequence,0.234902003,-0.182239096,Individual I_Skin
S_550.L4S98.s.4.sequence,0.211972716,-0.170997331,Individual I_Skin
S_550.L4S100.s.4.sequence,0.255720672,-0.121277958,Individual I_Skin
S_550.L4S101.s.4.sequence,0.252608092,-0.102646633,Individual I_Skin
S_550.L4S102.s.4.sequence,0.107298295,-0.001285299,Individual I_Skin
S_550.L4S103.s.4.sequence,0.273989524,-0.081697716,Individual I_Skin
S_550.L4S104.s.4.sequence,0.218614511,-0.189616294,Individual I_Skin
S_550.L4S105.s.4.sequence,0.214853076,-0.017767208,Individual I_Skin
S_550.L4S106.s.4.sequence,0.245937122,-0.049763765,Individual I_Skin
S_550.L4S107.s.4.sequence,0.222010112,-0.020653752,Individual I_Skin
S_550.L4S108.s.4.sequence,0.260973438,-0.12478284,Individual I_Skin
S_550.L4S109.s.4.sequence,0.217279031,0.044919028,Individual I_Skin
S_550.L4S110.s.4.sequence,0.169365953,-0.080113763,Individual I_Skin
S_550.L4S111.s.4.sequence,0.150953601,-0.11267203,Individual I_Skin
S_550.L4S112.s.4.sequence,0.253235324,-0.089435798,Individual I_Skin
S_550.L4S113.s.4.sequence,0.245968041,-0.127763335,Individual I_Skin
S_550.L4S114.s.4.sequence,0.239200411,-0.028527225,Individual I_Skin
S_550.L4S115.s.4.sequence,0.209916945,-0.119088181,Individual I_Skin
S_550.L4S116.s.4.sequence,0.218223501,-0.06764193,Individual I_Skin
S_550.L4S117.s.4.sequence,0.208233186,0.037197895,Individual I_Skin
S_550.L4S118.s.4.sequence,0.252779512,-0.174500211,Individual I_Skin
S_550.L4S119.s.4.sequence,0.258421526,-0.091693373,Individual I_Skin
S_550.L4S120.s.4.sequence,0.2437792,-0.069441593,Individual I_Skin
S_550.L4S121.s.4.sequence,0.266191709,-0.122860068,Individual I_Skin
S_550.L4S122.s.4.sequence,0.239484646,-0.102081276,Individual I_Skin
S_550.L4S123.s.4.sequence,0.243985388,-0.177890371,Individual I_Skin
S_550.L4S124.s.4.sequence,0.244545671,-0.06832952,Individual I_Skin
S_550.L4S125.s.4.sequence,0.204141154,-0.019921004,Individual I_Skin
S_550.L4S126.s.4.sequence,0.217874381,-0.126264324,Individual I_Skin
S_550.L4S127.s.4.sequence,0.230441147,-0.086789685,Individual I_Skin
S_550.L4S128.s.4.sequence,0.248313958,-0.087565918,Individual I_Skin
S_550.L4S129.s.4.sequence,0.193636018,-0.119838738,Individual I_Skin
S_550.L4S130.s.4.sequence,0.24218856,-0.098796131,Individual I_Skin
S_550.L4S131.s.4.sequence,0.188388872,-0.117168685,Individual I_Skin
S_550.L4S132.s.4.sequence,0.212944231,-0.002449819,Individual I_Skin
S_550.L4S133.s.4.sequence,0.233207331,-0.118110863,Individual I_Skin
S_550.L4S134.s.4.sequence,0.205085941,-0.132395065,Individual I_Skin
S_550.L4S135.s.4.sequence,0.25259754,-0.166094571,Individual I_Skin
S_550.L4S136.s.4.sequence,0.2403677,-0.123451935,Individual I_Skin
S_550.L4S137.s.4.sequence,0.162914401,0.084893383,Individual I_Skin
S_550.L4S138.s.4.sequence,0.210218799,-0.042139109,Individual I_Skin
S_550.L4S139.s.4.sequence,0.259440911,-0.135740953,Individual I_Skin
S_550.L4S140.s.4.sequence,0.224812286,-0.175030636,Individual I_Skin
S_550.L4S141.s.4.sequence,0.222519626,-0.159871348,Individual I_Skin
S_550.L4S142.s.4.sequence,0.183450244,-0.146840764,Individual I_Skin
S_550.L4S143.s.4.sequence,0.252469262,-0.058934766,Individual I_Skin
S_550.L4S144.s.4.sequence,0.19627136,-0.090631773,Individual I_Skin
S_550.L4S145.s.4.sequence,0.199799404,-0.026516218,Individual I_Skin
S_550.L4S146.s.4.sequence,0.196822282,-0.130521945,Individual I_Skin
S_550.L4S147.s.4.sequence,0.24619932,-0.075138095,Individual I_Skin
S_550.L4S148.s.4.sequence,0.253843549,-0.16396279,Individual I_Skin
S_550.L4S149.s.4.sequence,0.255761661,-0.083931164,Individual I_Skin
S_550.L4S150.s.4.sequence,0.259957368,-0.087864953,Individual I_Skin
S_550.L4S151.s.4.sequence,0.255126623,-0.138566255,Individual I_Skin
S_550.L4S152.s.4.sequence,0.265529759,-0.066541361,Individual I_Skin
S_550.L4S153.s.4.sequence,0.194362011,0.022032731,Individual I_Skin
S_550.L4S154.s.4.sequence,0.245761803,-0.136378431,Individual I_Skin
S_550.L4S155.s.4.sequence,0.212008737,-0.107809433,Individual I_Skin
S_550.L4S156.s.4.sequence,0.272043258,-0.154857032,Individual I_Skin
S_550.L4S157.s.4.sequence,0.254977946,-0.047384109,Individual I_Skin
S_550.L4S158.s.4.sequence,0.222679132,-0.083031051,Individual I_Skin
S_550.L4S159.s.4.sequence,0.268640635,-0.077097112,Individual I_Skin
S_550.L4S160.s.4.sequence,0.236102473,-0.014352387,Individual I_Skin
S_550.L4S161.s.4.sequence,0.211735098,-0.045489343,Individual I_Skin
S_550.L4S162.s.4.sequence,0.243934812,-0.038134233,Individual I_Skin
S_550.L4S163.s.4.sequence,0.252457851,-0.176780561,Individual I_Skin
S_550.L4S164.s.4.sequence,0.206032651,-0.007089941,Individual I_Skin
S_550.L4S165.s.4.sequence,0.236506138,-0.079446393,Individual I_Skin
S_550.L4S166.s.4.sequence,0.252783445,-0.063188794,Individual I_Skin
S_550.L4S167.s.4.sequence,0.271809954,-0.110888033,Individual I_Skin
S_550.L4S168.s.4.sequence,0.236433779,-0.125303113,Individual I_Skin
