,PC1,PC2,Type
S_2014.Plate7.13,-0.291095685,-0.049182199,Gut
S_2014.Plate7.84,-0.269636948,-0.043642316,Gut
S_2014.Plate7.21,-0.300213737,-0.043552888,Gut
S_2014.Plate8.28,-0.239015707,-0.052147431,Gut
S_2014.High1.38,-0.304235603,-0.044626447,Gut
S_2014.Plate11.76,-0.213993014,-0.072600861,Gut
S_2014.Plate14.42,-0.345183474,-0.011332297,Gut
S_2014.High2.3,-0.318231496,-0.048142411,Gut
S_2014.Plate5.40,-0.256332172,-0.058503966,Gut
S_2014.Plate9.79,-0.21705723,-0.053154988,Gut
S_2014.High1.44,-0.29047407,-0.024374543,Gut
S_2014.High2.79,-0.19881954,-0.016086719,Gut
S_2014.Low1.88,-0.206086796,-0.076296677,Gut
S_2014.Plate13.41,-0.312254417,-0.019432308,Gut
S_2014.Plate14.33,-0.29334003,0.038017761,Gut
S_2014.Plate5.4,-0.229677171,-0.063123456,Gut
S_2014.High1.49,-0.283093084,-0.01513596,Gut
S_2014.High1.55,-0.291274204,-0.003352147,Gut
S_2014.High1.71,-0.185208368,-0.040293414,Gut
S_2014.High1.8,-0.343526085,-0.04565389,Gut
S_2014.Low1.72,-0.265995935,-0.054525658,Gut
S_2014.Low1.62,-0.288440696,-0.030266543,Gut
S_2014.Plate12.73,-0.182226984,-0.086031517,Gut
S_2014.Plate12.46,-0.189010701,-0.089758396,Gut
S_2014.Plate12.42,-0.11036823,-0.082868778,Gut
S_2014.Plate12.26,-0.173393401,-0.07884176,Gut
S_2014.Plate12.7,-0.230584012,-0.079298264,Gut
S_2014.Plate12.14,-0.274709805,-0.068794591,Gut
S_2014.Plate12.9,-0.215306599,-4.23E-02,Gut
S_2014.Plate12.48,-0.196779308,-0.050893845,Gut
S_2014.Plate12.40,-0.203602486,-0.065448892,Gut
S_2014.Plate12.47,-0.234438891,-0.040222915,Gut
S_2014.Plate12.87,-0.236364812,-0.077731356,Gut
S_2014.Plate12.52,-0.126636365,-0.085880963,Gut
S_2014.Plate12.61,-0.258136067,-0.054232369,Gut
S_2014.Plate12.2,-0.197536985,-0.087466393,Gut
S_2014.Plate12.33,-0.230011469,-0.063613591,Gut
S_2014.Plate6.43,-0.208049179,-0.088082585,Gut
S_2014.Plate6.31,-0.252744298,-0.070935872,Gut
S_2014.Plate11.88,-0.299366275,-0.043749909,Gut
S_2014.Plate12.34,-0.226825086,-0.077097111,Gut
S_2014.Plate12.88,-0.176067042,-0.012823738,Gut
S_2014.Plate12.19,-0.18385274,-0.093624514,Gut
S_2014.Plate12.6,-0.157649494,-0.081549913,Gut
S_2014.Plate12.21,-0.270741009,-0.023146935,Gut
S_2014.Plate12.44,-0.209400482,-0.04754488,Gut
S_2014.Plate12.49,-0.277548167,-0.03188822,Gut
S_2014.Plate12.5,-0.293313186,-0.032464013,Gut
S_2014.Plate12.35,-0.323031121,-0.029349183,Gut
S_2014.Plate12.23,-0.231205781,0.006152532,Gut
S_2014.Plate12.85,-0.2014208,-0.085736272,Gut
S_2014.Plate12.68,-0.165517562,-0.082795042,Gut
S_2014.Plate12.75,-0.213319296,-0.072525898,Gut
S_2014.Plate12.45,-0.246114173,-0.054355013,Gut
S_2014.Plate12.70,-0.284736058,-0.080562177,Gut
S_2014.Plate12.10,-0.214010802,-0.031570996,Gut
S_2014.Plate12.78,-0.222798795,-0.061297511,Gut
S_2014.Low1.50,-0.229182904,-0.024255649,Gut
S_2014.Plate8.21,-0.262757272,-0.077660805,Gut
S_2014.Plate10.84,-0.305166852,-0.043414628,Gut
S_2014.Low1.69,-0.293102447,-0.023002979,Gut
S_2014.High1.54,-0.241251904,-0.045727354,Gut
S_2014.High1.52,-0.279143171,-0.053458866,Gut
S_2014.High1.2,-0.328045633,-0.04781457,Gut
S_2014.High1.46,-0.326309364,-0.033325448,Gut
S_2014.High1.63,-0.250801731,-0.047628319,Gut
S_2014.High1.14,-0.277245723,-0.022284273,Gut
S_2014.High1.31,-0.257795435,-0.03697023,Gut
S_2014.High1.53,-0.12552687,-0.100577985,Gut
S_2014.High1.39,-0.203346892,-0.078540233,Gut
S_2014.High1.66,-0.249876272,-0.053249632,Gut
S_2014.High1.70,-0.30283923,-0.049146528,Gut
S_2014.High1.78,-0.200184582,-0.090154179,Gut
S_2014.High1.40,-0.228221558,0.013872848,Gut
S_2014.High1.15,-0.301907162,-0.063580574,Gut
S_2014.High1.13,-0.275227206,-0.04603403,Gut
S_2014.High1.83,-0.274117235,-0.018050186,Gut
S_2014.High1.29,-0.302072084,-0.037132638,Gut
S_2014.High1.10,-0.285658823,-0.050258924,Gut
S_2014.High1.9,-0.273699168,-0.054284257,Gut
S_2014.High1.57,-0.232604402,-0.063997308,Gut
S_2014.High1.28,-0.32612289,-0.031037022,Gut
S_2014.High1.3,-0.321644755,-0.039802403,Gut
S_2014.High1.85,-0.221763865,-0.031303748,Gut
S_2014.High1.84,-0.240515101,-0.015477895,Gut
S_2014.High2.12,-0.276958189,-0.005269861,Gut
S_2014.High2.48,-0.334920126,-0.045124341,Gut
S_2014.High2.45,-0.168035353,-0.047931943,Gut
S_2014.High2.14,-0.329061771,-0.034971519,Gut
S_2014.Low1.52,-0.203913278,-0.09023227,Gut
S_2014.Low1.36,-0.238589119,-0.079151421,Gut
S_2014.Low1.35,-0.231590324,-0.026729847,Gut
S_2014.Low1.7,-0.180565717,-0.101353477,Gut
S_2014.Low1.85,-0.286712714,-0.058976064,Gut
S_2014.Low1.13,-0.193119062,-0.056839891,Gut
S_2014.Low1.15,-0.27201788,-0.037050414,Gut
S_2014.Low1.29,-0.306692999,-0.042401145,Gut
S_2014.Low1.20,-0.280046763,-0.003589543,Gut
S_2014.Low1.49,-0.143136588,-0.051933402,Gut
S_2014.Low1.9,-0.249537005,-0.016080801,Gut
S_2014.Low1.89,-0.265422303,-0.062914434,Gut
S_2014.Low1.41,-0.206050431,-0.086200902,Gut
S_2014.Low1.48,-0.266426263,-0.054039426,Gut
S_2014.Low1.17,-0.337990399,-0.054612079,Gut
S_2014.Low1.39,-0.267064978,-0.056747262,Gut
S_2014.Low1.64,-0.240847619,-0.054827965,Gut
S_2014.Low1.73,-0.151206634,-0.083233285,Gut
S_2014.Low1.68,-0.246770032,-0.066665973,Gut
S_2014.Low1.47,-0.28287301,-0.055281154,Gut
S_2014.Low1.31,-0.273779323,-0.067158791,Gut
S_2014.Low1.56,-0.225636392,-0.079437619,Gut
S_2014.Low1.87,-0.226266518,-0.032291804,Gut
S_2014.Low1.75,-0.287487938,-0.033173305,Gut
S_2014.Low1.63,-0.274727655,-0.051322843,Gut
S_2014.Low1.55,-0.239594961,-0.031919572,Gut
S_2014.Low1.70,-0.30683365,-0.048022812,Gut
S_2014.Low1.84,-0.265091933,-0.044855907,Gut
S_2014.Low1.82,-0.256016112,-0.063252073,Gut
S_2014.Low1.19,-0.306361374,-0.04275593,Gut
S_2014.Low1.46,-0.318725972,-0.058663927,Gut
S_2014.Low2.7,-0.185495029,-0.097338523,Gut
S_2014.Low2.35,-0.313073179,-0.049805738,Gut
S_2014.Low2.23,-0.225994521,-0.083610889,Gut
S_2014.Low2.5,-0.181335034,-0.102468932,Gut
S_2014.Low2.85,-0.222934039,-0.072673785,Gut
S_2014.Low2.92,-0.303745296,-0.052644681,Gut
S_2014.Low2.11,-0.283065436,-0.032860637,Gut
S_2014.Low2.90,-0.216173479,-0.071576368,Gut
S_2014.Low2.70,-0.328711894,-0.04806681,Gut
S_2014.Low2.24,-0.31562521,-0.054288675,Gut
S_2014.Low2.1,-0.321209734,-0.042105835,Gut
S_2014.Low2.91,-0.304315522,-0.049371834,Gut
S_2014.Low2.89,-0.193269052,-0.091992369,Gut
S_2014.Low2.2,-0.237868734,-0.088405592,Gut
S_2014.Low2.78,-0.254548311,-0.045321728,Gut
S_2014.Low2.8,-0.181399497,-0.093465548,Gut
S_2014.Low2.58,-0.322699696,-0.039821378,Gut
S_2014.Plate10.11,-0.22630246,-0.068953808,Gut
S_2014.Plate10.65,-0.257911403,-0.071502405,Gut
S_2014.Plate10.21,-0.25649938,-0.047957541,Gut
S_2014.Plate10.50,-0.178924931,-0.087689055,Gut
S_2014.Plate10.53,-0.283730777,-0.057437364,Gut
S_2014.Plate10.38,-0.265491833,-0.047718488,Gut
S_2014.Plate11.81,-0.250641293,-0.024039512,Gut
S_2014.Plate11.89,-0.22532902,-0.038324291,Gut
S_2014.Plate11.31,-0.204529429,-0.017378428,Gut
S_2014.Plate11.61,-0.269421565,-0.085692787,Gut
S_2014.Plate11.39,-0.283586983,-0.047222586,Gut
S_2014.Plate11.67,-0.286228566,-0.017138737,Gut
S_2014.Plate12.89,-0.165895877,-0.090595523,Gut
S_2014.Plate12.71,-0.229699996,-0.05329337,Gut
S_2014.Plate12.13,-0.1781552,-0.08305148,Gut
S_2014.Plate12.84,-0.192127231,-0.073251262,Gut
S_2014.Plate12.83,-0.180796455,-0.078833038,Gut
S_2014.Plate12.64,-0.203207696,-0.082149806,Gut
S_2014.Plate12.55,-0.182040495,-0.084192576,Gut
S_2014.Plate13.18,-0.305787547,-0.01584145,Gut
S_2014.Plate13.94,-0.299829843,-0.04187011,Gut
S_2014.Plate13.56,-0.308657447,-0.000414113,Gut
S_2014.Plate13.29,-0.331131889,-0.036817726,Gut
S_2014.Plate13.91,-0.309301461,-0.048327101,Gut
S_2014.Plate13.24,-0.327258525,-0.036660463,Gut
S_2014.Plate13.90,-0.340527774,-0.03145622,Gut
S_2014.Plate13.21,-0.318057089,-0.043622552,Gut
S_2014.Plate13.73,-0.297002792,-0.018066925,Gut
S_2014.Plate13.57,-0.324603958,-0.018986904,Gut
S_2014.Plate13.64,-0.336334892,-0.038950693,Gut
S_2014.Plate13.23,-0.329919906,-0.025564948,Gut
S_2014.Plate13.75,-0.342336737,-0.027596129,Gut
S_2014.Plate13.20,-0.31416785,-0.046448292,Gut
S_2014.Plate14.79,-0.292688009,-0.024283462,Gut
S_2014.Plate14.64,-0.268257608,-0.02420155,Gut
S_2014.Plate14.40,-0.298741236,-0.016566368,Gut
S_2014.Plate14.60,-0.306092003,-0.042015618,Gut
S_2014.Plate14.72,-0.333962101,-0.035288528,Gut
S_2014.Plate14.56,-0.264455017,-0.072990815,Gut
S_2014.Plate14.74,-0.315429243,-0.050125786,Gut
S_2014.Plate14.76,-0.285472781,-0.029787433,Gut
S_2014.Plate14.78,-0.263476333,-0.065522833,Gut
S_2014.Plate14.43,-0.365220548,-0.05735186,Gut
S_2014.Plate14.48,-0.281726457,0.025717101,Gut
S_2014.Plate14.59,-0.264471178,-0.028632476,Gut
S_2014.Plate14.16,-0.315053731,-0.039419885,Gut
S_2014.Plate14.49,-0.33954265,-0.007243957,Gut
S_2014.Plate14.21,-0.268696351,-0.010473391,Gut
S_2014.Plate14.67,-0.348337686,-0.050319627,Gut
S_2014.Plate14.44,-0.338702487,-0.036029102,Gut
S_2014.Plate14.90,-0.267604584,0.023069945,Gut
S_2014.Plate14.94,-0.332703079,-0.037456235,Gut
S_2014.Plate14.54,-0.336287335,-0.036814591,Gut
S_2014.Plate15.73,-0.319445873,-0.028059798,Gut
S_2014.Plate15.27,-0.321055858,-0.037525951,Gut
S_2014.Plate15.7,-0.325420679,-0.032089303,Gut
S_2014.Plate15.6,-0.201409802,-0.037881839,Gut
S_2014.Plate15.32,-0.328581393,-0.039361269,Gut
S_2014.Plate15.10,-0.343728334,-0.026629749,Gut
S_2014.Plate15.72,-0.281172744,-0.016823323,Gut
S_2014.Plate15.55,-0.347364355,-0.026527601,Gut
S_2014.Plate15.75,-0.231234798,-0.041066127,Gut
S_2014.Plate15.77,-0.334835174,-0.032369814,Gut
S_2014.Plate15.96,-0.266703744,-0.049180358,Gut
S_2014.Plate15.26,-0.328813745,-0.031923579,Gut
S_2014.Plate15.34,-0.304386794,0.017482188,Gut
S_2014.Plate5.59,-0.257355104,-0.063688813,Gut
S_2014.Plate5.7,-0.29800995,-0.047547539,Gut
S_2014.Plate5.2,-0.251255687,-0.064218546,Gut
S_2014.Plate5.92,-0.235703606,-0.008674846,Gut
S_2014.Plate5.31,-0.196016451,0.028208447,Gut
S_2014.Plate5.71,-0.274601963,-0.057488217,Gut
S_2014.Plate5.89,-0.331941913,-0.037618867,Gut
S_2014.Plate5.45,-0.200024657,-0.087492398,Gut
S_2014.Plate5.94,-0.279230988,-0.053418479,Gut
S_2014.Plate5.50,-0.248456752,-0.053803108,Gut
S_2014.Plate5.57,-0.304045635,-0.025568184,Gut
S_2014.Plate5.20,-0.273542373,-0.032038279,Gut
S_2014.Plate5.75,-0.207187277,-0.071210662,Gut
S_2014.Plate5.65,-0.288604308,-0.01855167,Gut
S_2014.Plate5.86,-0.297965105,-0.040662806,Gut
S_2014.Plate5.17,-0.272084243,-0.057761448,Gut
S_2014.Plate5.11,-0.183880814,-0.007849182,Gut
S_2014.Plate5.34,-0.305915681,-0.016927868,Gut
S_2014.Plate6.32,-0.215928571,-0.087443639,Gut
S_2014.Plate6.50,-0.226945474,-0.06427927,Gut
S_2014.Plate6.8,-0.234312598,-0.066842066,Gut
S_2014.Plate6.84,-0.300221481,-0.037678939,Gut
S_2014.Plate6.9,-0.243960295,-0.026350028,Gut
S_2014.Plate6.65,-0.32499242,-0.037609946,Gut
S_2014.Plate6.81,-0.244110481,-0.039107706,Gut
S_2014.Plate6.33,-0.215981401,-0.071763442,Gut
S_2014.Plate6.38,-0.220730361,-0.082226393,Gut
S_2014.Plate6.29,-0.203171629,-0.092235541,Gut
S_2014.Plate6.51,-0.244773919,-0.024081596,Gut
S_2014.Plate6.24,-0.269834098,0.02181303,Gut
S_2014.Plate6.3,-0.28912264,-0.049606354,Gut
S_2014.Plate6.75,-0.28498613,-0.043655591,Gut
S_2014.Plate6.92,-0.215221045,-0.073161123,Gut
S_2014.Plate6.80,-0.276119598,-0.050048731,Gut
S_2014.Plate6.39,-0.228182168,-0.083608781,Gut
S_2014.Plate6.58,-0.266732678,-0.059168777,Gut
S_2014.Plate6.47,-0.295223173,-0.015589782,Gut
S_2014.Plate6.86,-0.190385831,-0.095902168,Gut
S_2014.Plate6.90,-0.244153591,-0.073693907,Gut
S_2014.Plate7.17,-0.261757524,-0.045218396,Gut
S_2014.Plate7.35,-0.200740846,-0.060222789,Gut
S_2014.Plate7.27,-0.300506053,-0.071672991,Gut
S_2014.Plate7.91,-0.298351876,-0.014170195,Gut
S_2014.Plate7.87,-0.249901339,-0.022633836,Gut
S_2014.Plate7.64,-0.241326825,-0.067264414,Gut
S_2014.Plate7.36,-0.304138647,-0.037712934,Gut
S_2014.Plate7.90,-0.277926387,-0.055907723,Gut
S_2014.Plate7.6,-0.2565229,-0.028637174,Gut
S_2014.Plate7.60,-0.321203388,-0.047168253,Gut
S_2014.Plate7.71,-0.206987366,-0.077587795,Gut
S_2014.Plate7.70,-0.32963046,-0.02613372,Gut
S_2014.Plate7.45,-0.190586411,-0.062797044,Gut
S_2014.Plate7.82,-0.267491237,-0.079152873,Gut
S_2014.Plate7.24,-0.241908576,-0.062861567,Gut
S_2014.Plate7.10,-0.214538809,-0.002441467,Gut
S_2014.Plate7.12,-0.238442096,-0.065991596,Gut
S_2014.Plate7.72,-0.251442898,-0.016846618,Gut
S_2014.Plate7.8,-0.290327711,-0.030870161,Gut
S_2014.Plate7.93,-0.227667048,-0.049898353,Gut
S_2014.Plate7.31,-0.247414613,-0.052546637,Gut
S_2014.Plate7.2,-0.223463686,-0.066249891,Gut
S_2014.Plate7.57,-0.313937367,-0.03081997,Gut
S_2014.Plate7.19,-0.23050799,-0.060540786,Gut
S_2014.Plate7.3,-0.298167349,-0.037746376,Gut
S_2014.Plate8.5,-0.343134173,-0.033906679,Gut
S_2014.Plate8.36,-0.296048805,-0.052202198,Gut
S_2014.Plate8.32,-0.280965871,-0.052760993,Gut
S_2014.Plate8.4,-0.284543635,-0.05642101,Gut
S_2014.Plate8.41,-0.319856211,-0.029949406,Gut
S_2014.Plate8.17,-0.243640109,-0.06552508,Gut
S_2014.Plate8.27,-0.310565684,-0.071458511,Gut
S_2014.Plate8.8,-0.307872624,-0.001568814,Gut
S_2014.Plate9.96,-0.177003615,-0.000422043,Gut
S_2014.Plate9.35,-0.094106995,-0.104173613,Gut
S_2014.Plate9.59,-0.218813751,-0.083209623,Gut
S_2014.Plate9.60,-0.210656256,-0.073175749,Gut
S_2014.Plate9.62,-0.182170411,-0.089991098,Gut
S_2014.Plate9.49,-0.253572516,-0.049102284,Gut
S_2014.Plate9.53,-0.242131941,-0.031383573,Gut
S_2014.Plate9.75,-0.187946539,-0.082380945,Gut
S_2014.Plate9.27,-0.331392047,-0.040897473,Gut
S_2014.Plate9.2,-0.264141492,-0.048362784,Gut
S_2014.Plate9.61,-0.208122831,-0.001562266,Gut
S_2014.Plate9.38,-0.231639647,-0.076660746,Gut
S_2014.High1.51,-0.320434122,-0.050406234,Gut
S_2014.High1.61,-0.23628889,-0.079817412,Gut
S_2014.High1.24,-0.353006519,-0.055949679,Gut
S_2014.High1.79,-0.312634724,-0.05426251,Gut
S_2014.High1.36,-0.297661679,-0.043219437,Gut
S_2014.High2.6,-0.334308852,-0.057759077,Gut
S_2014.Low1.5,-0.240975928,-0.05812435,Gut
S_2014.Low1.65,-0.318179227,-0.042757462,Gut
S_2014.Low1.86,-0.307997767,-0.035676239,Gut
S_2014.Low1.32,-0.189993064,0.106784532,Gut
S_2014.Low2.80,-0.179084765,-0.092896047,Gut
S_2014.Low2.83,-0.278540735,-0.076571497,Gut
S_2014.Low2.17,-0.14156111,-0.02810248,Gut
S_2014.Low2.19,-0.205418057,-0.0307351,Gut
S_2014.Low2.72,-0.298461369,-0.010374346,Gut
S_2014.Plate10.39,-0.249724188,-0.059069283,Gut
S_2014.Plate10.18,-0.135106594,-0.081706343,Gut
S_2014.Plate10.33,-0.224495178,-0.05950891,Gut
S_2014.Plate11.86,-0.231691004,-0.072067596,Gut
S_2014.Plate11.48,-0.309817914,-0.022091155,Gut
S_2014.Plate11.79,-0.324971736,-0.053542303,Gut
S_2014.Plate12.80,-0.219257462,-0.041213432,Gut
S_2014.Plate12.30,-0.237884369,-0.060154823,Gut
S_2014.Plate12.29,-0.19661243,-0.092722671,Gut
S_2014.Plate12.53,-0.298971071,-0.026064431,Gut
S_2014.Plate13.9,-0.26938184,-0.020914093,Gut
S_2014.Plate13.78,-0.33392671,-0.053006698,Gut
S_2014.Plate13.50,-0.348533875,-0.04107435,Gut
S_2014.Plate13.16,-0.327709494,-0.025164714,Gut
S_2014.Plate13.6,-0.347987381,-0.031600021,Gut
S_2014.Plate14.77,-0.217886709,-0.040355031,Gut
S_2014.Plate14.83,-0.319112334,-0.029327379,Gut
S_2014.Plate15.49,-0.305233134,-0.026624227,Gut
S_2014.Plate15.4,-0.342481734,-0.053899611,Gut
S_2014.Plate15.11,-0.285300235,-0.057566508,Gut
S_2014.Plate15.61,-0.313304598,-0.053235431,Gut
S_2014.Plate15.53,-0.260704779,-0.052023487,Gut
S_2014.Plate5.56,-0.317976336,0.002882612,Gut
S_2014.Plate5.66,-0.304380814,-0.020962167,Gut
S_2014.Plate5.83,-0.286368459,-0.020887041,Gut
S_2014.Plate5.78,-0.251704887,-0.065626944,Gut
S_2014.Plate5.55,-0.271576537,-0.068763378,Gut
S_2014.Plate5.30,-0.251659707,-0.004197101,Gut
S_2014.Plate5.70,-0.329571042,-0.00505716,Gut
S_2014.Plate5.3,-0.254515353,-0.071371287,Gut
S_2014.Plate5.62,-0.267413891,-0.029269641,Gut
S_2014.Plate6.74,-0.242470064,-0.008887405,Gut
S_2014.Plate6.2,-0.308584297,-0.053933107,Gut
S_2014.Plate6.56,-0.323084567,-0.029639098,Gut
S_2014.Plate6.20,-0.231974521,-0.06152942,Gut
S_2014.Plate7.79,-0.297927325,-0.04326542,Gut
S_2014.Plate7.5,-0.286412436,-0.030310722,Gut
S_2014.Plate7.58,-0.315089531,-0.040482983,Gut
S_2014.Plate7.50,-0.317792369,-0.052923528,Gut
S_2014.Plate8.83,-0.17803416,-0.016547557,Gut
S_2014.Plate8.20,-0.218915403,-0.049407945,Gut
S_2014.Plate8.60,-0.229791455,-0.068371262,Gut
S_2014.Plate8.51,-0.283557949,-0.07355025,Gut
S_2014.Plate8.44,-0.278603286,-0.017918196,Gut
S_2014.Plate8.84,-0.05370388,-0.006279281,Gut
S_2014.Plate8.18,-0.249859224,-0.053181784,Gut
S_2014.Plate8.89,-0.223081292,-0.037834466,Gut
S_2014.Plate8.53,-0.207470338,-0.039729025,Gut
S_2014.Plate8.40,-0.306993418,-0.052580165,Gut
S_2014.High1.50,-0.249857177,-0.069526109,Gut
S_2014.High1.27,-0.266191133,-0.04916853,Gut
S_2014.High1.88,-0.295352934,-0.044795628,Gut
S_2014.High1.17,-0.312951147,-0.038874959,Gut
S_2014.High1.48,-0.285739886,-0.053670805,Gut
S_2014.High1.47,-0.327200313,-0.043704368,Gut
S_2014.High2.61,-0.276144563,-0.042771598,Gut
S_2014.High2.65,-0.253233807,-0.007314442,Gut
S_2014.High2.81,-0.344712549,-0.032796868,Gut
S_2014.High2.62,-0.226603604,-0.022752676,Gut
S_2014.Low1.81,-0.287222051,-0.053959138,Gut
S_2014.Low1.44,-0.289389831,-0.056985993,Gut
S_2014.Low1.38,-0.276405564,-0.018865201,Gut
S_2014.Low2.30,-0.292584779,-0.03966016,Gut
S_2014.Low2.63,-0.305452767,-0.012893311,Gut
S_2014.Plate12.50,-0.203570182,-0.074035472,Gut
S_2014.Plate13.15,-0.292443048,-0.038163163,Gut
S_2014.Plate13.19,-0.323446171,-0.014893622,Gut
S_2014.Plate13.85,-0.300895804,-0.036723108,Gut
S_2014.Plate14.26,-0.331751535,-0.009714638,Gut
S_2014.Plate14.86,-0.283083059,0.000665704,Gut
S_2014.Plate15.1,-0.252235399,-0.075019713,Gut
S_2014.Plate15.60,-0.295151542,-0.061292662,Gut
S_2014.Plate15.20,-0.32693456,-0.040738786,Gut
S_2014.Plate15.84,-0.333975323,-0.048472862,Gut
S_2014.Plate5.93,-0.316588805,-0.007689966,Gut
S_2014.Plate5.47,-0.233540999,-0.001419427,Gut
S_2014.Plate6.57,-0.291850876,-0.016458645,Gut
S_2014.Plate6.89,-0.234618993,-0.078236756,Gut
S_2014.Plate6.64,-0.326959844,-0.053712706,Gut
S_2014.Plate7.74,-0.272226945,-0.030689981,Gut
S_2014.Plate8.42,-0.24222111,-0.061721205,Gut
S_2014.Plate8.47,-0.255395235,-0.025873531,Gut
S_2014.Plate8.30,-0.317762976,-0.031979582,Gut
S_2014.Plate8.39,-0.315969098,-0.028668111,Gut
S_2014.Plate9.25,-0.238147019,-0.073835432,Gut
S_2014.High1.69,-0.183845975,-0.042211262,Gut
S_2014.Low2.79,-0.257420928,-0.075975536,Gut
S_2014.Plate11.77,-0.253732073,-0.068399338,Gut
S_2014.Plate13.42,-0.314835229,-0.033669233,Gut
S_2014.Plate15.40,-0.345662361,-0.043510141,Gut
S_2014.Plate5.84,-0.193567435,-0.046559947,Gut
S_2014.Plate6.55,-0.297028771,-0.038281385,Gut
S_2014.Plate7.25,-0.238350894,-0.067264686,Gut
S_2014.Plate9.52,-0.289433038,-0.030002867,Gut
S_2014.High1.67,-0.220344478,-0.023377959,Gut
S_2014.High1.5,-0.294136306,-0.067944458,Gut
S_2014.High1.18,-0.344435519,-0.062274911,Gut
S_2014.High2.44,-0.240099984,0.000860857,Gut
S_2014.Low1.91,-0.232441996,-0.08206271,Gut
S_2014.Low1.8,-0.328968315,-0.059265682,Gut
S_2014.Low1.23,-0.2790813,-0.036656953,Gut
S_2014.Low2.59,-0.308050057,-0.021109091,Gut
S_2014.Low2.82,-0.244728944,0.008854131,Gut
S_2014.Low2.74,-0.280788253,-0.050938247,Gut
S_2014.Plate10.9,-0.186796519,-0.061052462,Gut
S_2014.Plate10.83,-0.28250869,-0.051524748,Gut
S_2014.Plate10.56,-0.315639897,-0.052655578,Gut
S_2014.Plate11.84,-0.313296494,-0.043366473,Gut
S_2014.Plate11.50,-0.247897767,0.058526611,Gut
S_2014.Plate12.57,-0.315685008,-0.039798034,Gut
S_2014.Plate14.62,-0.351536883,-0.055065042,Gut
S_2014.Plate14.35,-0.316499392,-0.045596223,Gut
S_2014.Plate14.30,-0.268028972,-0.039444014,Gut
S_2014.Plate14.71,-0.317297082,-0.016038561,Gut
S_2014.Plate15.35,-0.318432815,-0.040689842,Gut
S_2014.Plate5.79,-0.313441354,-0.033323083,Gut
S_2014.Plate5.49,-0.268607138,-0.067797995,Gut
S_2014.Plate5.68,-0.276147406,-0.041584084,Gut
S_2014.Plate5.48,-0.260205719,-0.046350859,Gut
S_2014.Plate6.11,-0.210467681,-0.038357817,Gut
S_2014.Plate6.17,-0.27756031,-0.041177969,Gut
S_2014.Plate6.42,-0.223970532,-0.084987411,Gut
S_2014.Plate6.30,-0.233595674,-0.08125573,Gut
S_2014.Plate6.77,-0.289359005,-0.024633962,Gut
S_2014.Plate6.61,-0.292711822,-0.04955845,Gut
S_2014.Plate8.1,-0.272271697,-0.054481588,Gut
S_2014.Plate8.16,-0.309200157,-0.040341773,Gut
S_2014.Plate9.50,-0.269534905,-0.055947271,Gut
S_2014.Plate9.72,-0.296923144,-0.052631428,Gut
S_2014.High2.37,-0.196770433,-0.034031831,Gut
S_2014.High1.1,-0.31164263,-0.029509824,Gut
S_2014.High1.19,-0.31074733,-0.044404165,Gut
S_2014.High2.46,-0.305157721,-0.069044377,Gut
S_2014.High2.51,-0.334159047,-0.039022318,Gut
S_2014.Plate10.24,-0.300645621,-0.011865117,Gut
S_2014.Plate10.80,-0.26962166,-0.040828763,Gut
S_2014.Plate12.41,-0.217768361,-0.071050585,Gut
S_2014.Plate13.49,-0.310517295,-0.022080901,Gut
S_2014.Plate13.83,-0.342481271,-0.035768483,Gut
S_2014.Plate14.81,-0.2338322,-0.006799805,Gut
S_2014.Plate14.4,-0.3238492,-0.055230612,Gut
S_2014.Plate5.91,-0.276886989,-0.019375321,Gut
S_2014.Plate5.52,-0.274245117,-0.03682622,Gut
S_2014.Plate5.90,-0.220444844,0.00101713,Gut
S_2014.Plate6.83,-0.280020737,-0.033975826,Gut
S_2014.Plate6.16,-0.261957596,-0.064202345,Gut
S_2014.Plate8.10,-0.278534502,-0.061863697,Gut
S_2014.Plate8.50,-0.338228001,-0.039254272,Gut
S_2014.Plate9.65,-0.30206118,0.01133323,Gut
S_2014.Plate13.76,-0.324399044,-0.020027423,Gut
S_2014.Plate14.5,-0.335032312,-0.040572525,Gut
S_2014.Plate14.20,-0.323413144,-0.041756756,Gut
S_2014.Plate15.17,-0.287743645,-0.04143636,Gut
S_2014.Plate15.37,-0.247717972,-0.066646541,Gut
S_2014.Plate5.38,-0.324390408,-0.060272881,Gut
S_2014.Plate5.8,-0.30254705,-0.020197901,Gut
S_2014.Plate9.64,-0.206634758,-0.041964406,Gut
S_2014.High1.25,-0.278146651,-0.041065207,Gut
S_2014.Plate13.13,-0.30703157,-0.025506358,Gut
S_2014.Plate14.6,-0.272055043,-0.034030456,Gut
S_2014.Plate15.29,-0.281258474,-0.034744016,Gut
S_2014.Plate6.4,-0.263128753,-0.012213484,Gut
S_2014.Plate7.77,-0.271599267,-0.057980959,Gut
S_2014.Plate8.54,-0.257784932,-0.045528306,Gut
S_2014.Plate9.58,-0.308836213,-0.035728642,Gut
S_2014.High1.65,-0.281766157,-0.054909613,Gut
S_2014.Plate11.53,-0.14648113,-0.036489922,Gut
S_2014.Plate15.89,-0.334977412,-0.050844184,Gut
S_2014.Plate15.80,-0.314804143,-0.04722588,Gut
S_2014.Plate5.88,-0.285589004,-0.000341333,Gut
S_2014.Plate9.84,-0.240959247,-0.068777431,Gut
